generated,log_probs,linear_probs,correct_answer
B,-0.0029968394,99.70076466407612,B
B,-2.4749568e-05,99.9975250738268,B
D,-8.256335e-05,99.99174400582595,D
D,-0.00015205175,99.98479598092814,D
C,-0.0033180462,99.66874524320397,C
B,-0.2546949,77.51529610552195,D
D,-0.1647247,84.812716135857,D
C,-0.120962225,88.60674301578705,C
B,-0.008909759,99.11298152830639,C
D,-0.0002160531,99.97839702377902,D
B,-5.3000836e-05,99.99470005685195,B
B,-0.059187964,94.2529590874033,B
D,-7.100059e-05,99.99290019304823,A
D,-8.506662e-05,99.99149369980623,D
D,-7.433829e-05,99.99256644730222,D
B,-4.9186317e-05,99.9950814892627,B
C,-8.733149e-05,99.99126723232835,C
B,-0.054591786,94.68715953129153,B
B,-0.018521318,98.16491475722032,B
C,-0.0009045534,99.90958555851012,C
A,-0.00015383612,99.98461757121692,A
C,-0.00021819877,99.97818250336202,C
C,-5.967624e-05,99.99403255405915,C
C,-0.00030436102,99.96956852931164,C
A,-0.00017016703,99.98298474475878,A
B,-0.0001167748,99.98832320179115,B
D,-0.00057900813,99.942115946286,D
C,-0.0035682311,99.64381274713925,C
B,-0.005121681,99.48914124451125,D
D,-0.00011081461,99.9889191529712,D
C,-0.0017677662,99.82337953783649,C
B,-0.00021867557,99.97813483377598,B
B,-0.00014597236,99.98540382934465,B
A,-1.8550976e-05,99.99814491960683,A
D,-0.0065280264,99.34932348744621,D
C,-6.122589e-05,99.99387759842665,C
A,-0.102896355,90.22204792773033,B
D,-3.0828953e-05,99.99691715222073,D
A,-5.1928004e-05,99.99480733442354,A
D,-5.8365e-05,99.99416367032035,D
A,-0.00039825685,99.96018224437326,B
C,-0.00021236145,99.97876610970965,C
B,-0.00012749579,99.98725123372428,B
C,-3.88156e-05,99.99611851533157,C
B,-0.00251407,99.74890876272629,B
B,-0.05668154,94.48949326977794,B
A,-0.0005759088,99.94242570036421,A
B,-3.5954712e-05,99.9964045934363,B
B,-0.00018649426,99.98135231289736,B
D,-0.00020973898,99.97902830136822,D
B,-0.4810772,61.81171972133138,A
A,-8.518583e-05,99.99148177982097,A
D,-0.00014227704,99.9857733080898,D
D,-6.921253e-05,99.99307898651318,D
A,-9.317247e-05,99.99068318704197,A
B,-0.0016628009,99.83385807874868,B
D,-0.0852412,91.82907659546584,D
D,-0.47336584,62.290214696685695,B
C,-0.00071350473,99.92867497539712,C
C,-0.026684219,97.36686590462983,C
C,-0.0009886269,99.9011861630569,C
D,-0.00037955286,99.96205191610746,D
C,-0.00013214473,99.98678640007303,C
A,-0.07762109,92.53149712226491,C
A,-2.4684587,8.471533016651811,A
C,-6.909333e-05,99.99309090568892,C
D,-0.18123229,83.42415502170753,C
A,-0.00036239854,99.96376671184191,A
C,-2.29965,10.029394045967736,B
C,-0.0001527633,99.98472483677187,C
D,-1.2159072,29.64409610300911,D
C,-7.1238996e-05,99.9928763541437,C
D,-0.016942648,98.32000715084453,D
D,-6.81397e-05,99.99318626214566,D
D,-9.460292e-05,99.9905401554715,D
B,-8.10137e-05,99.99189895815212,B
D,-0.00011915887,99.98808482291362,D
A,-0.00011021859,99.98897874838455,A
B,-0.00058532227,99.94148489976627,B
D,-0.0008342856,99.91660623194697,D
B,-0.761781,46.68342543731059,A
D,-6.134509e-05,99.99386567915715,D
D,-0.00016504127,99.98349723485612,D
B,-4.8471098e-05,99.99515300767047,B
A,-3.4405064e-05,99.99655955278475,A
D,-5.931863e-05,99.99406831293152,D
D,-0.00012094693,99.9879060383785,D
D,-2.9875326e-05,99.9970125120263,D
D,-3.5477897e-05,99.99645227323332,D
D,-3.297462e-05,99.99670259236568,D
A,-0.0003511934,99.96488682611836,A
A,-0.21520802,80.6373680876191,D
B,-1.4504123,23.44735946987297,D
B,-0.00017934572,99.98206703614822,B
A,-0.00013154872,99.98684599321534,A
B,-0.00055124465,99.94489072574181,B
D,-0.00027897433,99.972106457972,D
C,-0.00012415809,99.98758496172967,C
C,-0.00038300612,99.96170672174807,C
D,-0.00019209684,99.98079216094166,D
C,-0.00013810492,99.98619046160455,C
D,-0.34785134,70.62038526760294,C
A,-5.3358446e-05,99.99466429775366,A
A,-1.5407766,21.421467769430944,C
D,-0.00012094693,99.9879060383785,D
C,-6.2775536e-05,99.99372264343427,C
C,-3.4524266e-05,99.99654763299556,C
A,-0.4568336,63.328571003788504,D
A,-0.00359876,99.6407707775785,A
B,-0.00010509284,99.98949126820591,B
C,-0.0016404272,99.83609175652688,C
D,-0.00013309837,99.9866910487195,D
A,-0.007536114,99.24922113081969,D
D,-1.1922479,30.35381731349026,C
B,-7.946405e-05,99.9920539107184,B
B,-0.000115463554,99.98845431116597,B
B,-0.0012164251,99.87843144451145,B
B,-0.00011081461,99.9889191529712,B
D,-9.710619e-05,99.99028985246534,D
A,-0.1429336,86.68116232764478,A
B,-1.3862207,25.001841595823436,D
D,-0.000101993544,99.98980116571646,D
D,-0.39693332,67.2378858360193,B
A,-0.00013798571,99.98620238095903,A
D,-0.17743546,83.7415044358665,A
D,-0.0015285482,99.84726194347954,D
D,-0.000101874335,99.98981308540138,D
C,-6.81397e-05,99.99318626214566,C
C,-0.000112125854,99.98878804318686,C
D,-6.384837e-05,99.99361536682639,D
A,-0.001257853,99.87429377654945,C
D,-7.1238996e-05,99.9928763541437,D
C,-0.0003737119,99.96263579215942,C
A,-7.755679e-05,99.992244621745,A
D,-0.048197567,95.29454978950702,D
C,-1.1741751,30.907382956274404,D
A,-0.00012201976,99.98779876841081,A
A,-0.8877315,41.15883827631039,B
B,-0.00011093382,99.98890723329286,B
C,-0.003147889,99.68570604078207,C
C,-0.00019591136,99.98041078293774,C
B,-3.5477897e-05,99.99645227323332,B
C,-0.056602903,94.49692393221886,C
A,-0.0030283332,99.697624757578,A
C,-0.00045176462,99.95483374102709,C
D,-4.0603656e-05,99.99593971683173,D
C,-7.243103e-05,99.99275715930636,C
C,-0.0005232465,99.94768903695767,C
C,-0.03821924,96.25018988413134,C
A,-0.0015750908,99.84261490044938,A
B,-5.145119e-05,99.99485501335897,B
D,-3.5477897e-05,99.99645227323332,D
B,-0.00011963568,99.98803714760626,B
B,-3.1186566e-05,99.9968813920296,B
C,-0.001976811,99.80251416040099,C
D,-0.002429525,99.75734239072315,C
A,-0.004337545,99.56718485617401,A
A,-0.099400975,90.53796006445545,D
A,-0.00021259987,99.9787422727751,A
A,-0.00047130667,99.9528804377542,A
B,-9.0788395e-05,99.99092157261417,B
D,-0.00020449402,99.9795526887477,D
B,-1.50940705e-05,99.9984906043415,B
B,-6.0272258e-05,99.99397295583361,B
B,-5.1808798e-05,99.99481925440527,B
B,-1.2068522,29.913742374291484,C
C,-0.00017743846,99.98225772812724,C
B,-0.0068386295,99.31847007141948,B
D,-8.5543434e-05,99.99144602247353,D
C,-1.5213274e-05,99.99847868417213,C
D,-4.7517467e-05,99.9952483661937,D
A,-0.00061986566,99.93803264170289,A
C,-0.000110576206,99.98894299073233,D
D,-0.00026336228,99.9736672396801,D
A,-0.00015717384,99.98428385111609,A
A,-4.2272506e-05,99.99577283874697,A
A,-7.815281e-05,99.99218502438512,A
A,-9.639097e-05,99.99036136754603,A
B,-0.000450811,99.95492906000109,B
D,-0.0035912795,99.64151614315216,D
C,-0.0001408466,99.98591633184168,C
D,-6.396757e-05,99.99360344758814,D
C,-0.000112245056,99.98877612432406,C
A,-0.00020973898,99.97902830136822,A
C,-0.00010986099,99.98901450444976,C
C,-0.017636955,98.25176657433599,C
D,-1.867018e-05,99.99813299942866,D
C,-0.0050278637,99.4984754849719,C
D,-7.445749e-05,99.99255452818902,D
C,-1.9862217e-05,99.99801379802526,C
D,-0.000101039914,99.98989651903601,D
D,-0.55774575,57.249816431246046,A
A,-0.00019352727,99.98064914551942,A
D,-0.0023380665,99.76646646485288,D
C,-0.00010402,99.98959854098926,C
C,-0.00063416274,99.93660382986911,C
A,-0.00023226479,99.97677621813781,A
D,-0.0008812115,99.91191766528306,D
A,-0.18281704,83.29205329379059,D
A,-0.00010521204,99.98947934945926,A
C,-0.00017231269,99.98277021549788,C
D,-0.0009763599,99.90241165842411,D
D,-0.00020342118,99.97965995086854,D
C,-0.00759468,99.24340867114284,C
C,-0.306581,73.59589030938311,C
B,-0.00019030878,99.98097093275672,B
D,-0.00025037277,99.97496585706463,D
C,-2.3152943,9.873712139095268,A
B,-3.7742768e-05,99.99622579442493,B
D,-1.7269892,17.78189822126484,A
D,-0.110257566,89.56034285940132,A
B,-0.13273288,87.56989775805282,B
B,-9.233804e-05,99.99076662230256,B
A,-5.288163e-05,99.99471197682087,A
A,-6.1106686e-05,99.99388951809756,A
C,-0.7583349,46.84457870536594,B
D,-0.15855871,85.33728607995175,D
A,-0.016162584,98.39673297053692,A
B,-0.00016742534,99.98325886748401,B
B,-0.00057900813,99.942115946286,B
B,-9.579495e-05,99.99042096381898,B
A,-6.384837e-05,99.99361536682639,A
A,-1.3244132,26.59589780368024,C
D,-1.60477e-05,99.99839524287637,D
B,-0.0005753128,99.94248526606768,B
D,-0.00012535013,99.98746577259993,D
A,-0.0001005631,99.9899441956299,A
B,-3.7385154e-05,99.99626155448162,B
C,-0.57708466,56.153304232941856,C
B,-0.00028767617,99.97123652048218,B
B,-0.000108907356,99.98910985741908,B
D,-5.9795446e-05,99.9940206341712,D
C,-0.00052217365,99.94779626589337,C
A,-0.18580805,83.04329812951015,D
D,-0.00016527968,99.98347339779339,D
C,-0.1885969,82.8120254697973,D
D,-7.100059e-05,99.99290019304823,D
A,-7.958325e-05,99.99204199166628,A
B,-0.10739333,89.8172325383011,A
C,-1.3051263,27.113828811716267,D
A,-0.0031549037,99.68500677791245,A
B,-0.00010413921,99.98958662122993,B
A,-1.8240765,16.13665973927135,D
A,-5.240482e-05,99.99475965531086,A
B,-6.742448e-05,99.99325777929792,B
D,-0.00016206119,99.98379519412053,D
B,-2.9994528e-05,99.99700059218314,B
D,-0.36608553,69.34434884517145,D
D,-7.827201e-05,99.99217310531738,D
A,-5.157039e-05,99.99484309397297,A
B,-3.1424974e-05,99.99685755197594,B
B,-0.00017994174,99.98200744485439,B
B,-0.5447995,57.995805327307735,B
B,-0.0007248217,99.92754409197937,B
B,-6.6947665e-05,99.99330545759449,B
A,-6.206032e-05,99.99379416057018,A
C,-4.4894987e-05,99.9955106020765,C
C,-0.00020342118,99.97965995086854,C
D,-0.0002074741,99.97925474212627,D
A,-0.032092236,96.84172550257412,A
B,-0.0024812464,99.7521829347427,D
B,-0.39055002,67.66845820695796,A
D,-0.009346369,99.0697172549358,A
A,-0.00018411019,99.98159067572409,A
A,-4.596782e-05,99.99540332365041,A
C,-0.0003498858,99.96501754028984,C
C,-0.007974611,99.20571018550817,C
A,-3.917321e-05,99.99608275572601,A
C,-6.0510665e-05,99.99394911657333,C
D,-7.362307e-05,99.99263796401117,D
D,-7.171581e-05,99.99282867615172,D
C,-0.0022244835,99.77779888298622,C
C,-0.00012237004,99.9877637446908,C
C,-0.0005438577,99.94562901637921,C
B,-1.0675051,34.38653577898836,B
A,-0.00011522515,99.98847814881626,A
A,-0.0003827677,99.96173055462103,A
A,-0.00029911607,99.97009286607516,A
D,-3.1424974e-05,99.99685755197594,D
B,-0.039298356,96.1463807853278,B
C,-0.00019722259,99.98027968570965,C
A,-0.0001823258,99.98176908203385,A
D,-5.0616763e-05,99.99493845180068,D
B,-0.00415343,99.58551835609818,B
C,-0.00022976153,99.97702648631589,C
A,-6.396757e-05,99.99360344758814,A
A,-0.0006064103,99.93937735295654,D
A,-0.0043084645,99.57008036179438,A
D,-0.16794991,84.53961795187556,A
A,-0.010229493,98.98226503121728,A
C,-0.00386302,99.61444318631067,C
A,-5.0616763e-05,99.99493845180068,A
D,-8.43514e-05,99.99156521574794,D
A,-9.829823e-05,99.99017066011126,A
D,-2.3915141e-05,99.99760851449648,D
C,-0.00031305922,99.96869897779244,C
B,-9.3410876e-05,99.990659348666,B
A,-0.0003931384,99.96069388687746,A
C,-0.00022070204,99.97793223129037,C
A,-0.02339537,97.68761798765856,C
D,-0.07780043,92.5149040115197,B
A,-0.00013655527,99.98634540532466,A
B,-0.0021854725,99.78169139062325,A
D,-0.00011117222,99.98888339594022,D
B,-0.00010151673,99.98984884226488,B
B,-0.0015887736,99.84124878326439,B
D,-0.0014347549,99.85662738687424,D
C,-0.00012272765,99.98772798807299,C
B,-0.0001037816,99.9896223785124,B
C,-5.8245798e-05,99.99417558982535,C
A,-0.0025565191,99.74467460119213,A
B,-0.0052926964,99.47212852398573,B
C,-0.0005430233,99.94571241104686,C
B,-0.00010402,99.98959854098926,B
C,-0.00024072826,99.97593007127227,C
D,-0.0006440494,99.93561579552967,D
D,-9.889425e-05,99.99011106398751,D
A,-0.00045319507,99.95469076073742,A
C,-2.486877e-05,99.99751315392254,C
B,-0.00010759611,99.98924096782538,B
B,-0.16439383,84.84078276219115,A
A,-5.4550484e-05,99.99454510038505,A
C,-0.0027372318,99.72665110032113,C
A,-0.048476875,95.26793697615325,B
A,-0.00015407454,99.98459373288723,A
B,-7.743759e-05,99.99225654082127,B
C,-9.0073176e-05,99.99099308804668,C
C,-9.281486e-05,99.99071894471658,C
D,-0.0004554599,99.9544643806115,D
D,-6.0033854e-05,99.99399679479957,D
B,-0.00015097891,99.9849032486742,B
D,-7.5411124e-05,99.99245917193474,D
C,-0.00024120507,99.97588240176042,C
B,-0.0093548745,99.0688746210392,B
C,-0.00012499251,99.98750153012384,C
B,-0.0065956484,99.34260551463727,B
D,-0.00014740281,99.98526080532605,D
C,-7.0404574e-05,99.99295979043438,C
A,-0.00017636562,99.98236499315017,A
B,-0.00079580845,99.92045081215622,B
A,-0.0075239316,99.25043023189605,A
B,-9.198044e-05,99.99080237900709,B
B,-4.0603656e-05,99.99593971683173,B
D,-8.506662e-05,99.99149369980623,D
C,-7.421909e-05,99.99257836641685,C
A,-9.817902e-05,99.99018257994022,A
B,-1.0131826,36.306165886844326,D
C,-0.0065280264,99.34932348744621,C
D,-7.600714e-05,99.99239957484694,D
B,-7.79144e-05,99.9922088635248,B
C,-8.10137e-05,99.99189895815212,C
A,-7.588794e-05,99.99241149394169,A
B,-7.004696e-05,99.9929955493231,B
A,-0.00023989384,99.97601349322264,A
C,-0.0002257086,99.97743168702698,C
B,-0.00011081461,99.9889191529712,B
D,-1.0844352,33.809268672870715,B
B,-3.8934802e-05,99.99610659559495,B
A,-1.4946877,22.4318648506559,D
B,-1.9862217e-05,99.99801379802526,B
C,-0.00032616797,99.96738852169895,B
D,-0.00019352727,99.98064914551942,D
D,-4.8113485e-05,99.99518876724352,D
C,-0.00013214473,99.98678640007303,C
D,-4.561021e-05,99.99543908301298,D
A,-7.684157e-05,99.99231613822379,A
C,-0.0028586087,99.71454732313752,C
D,-3.4047454e-05,99.9965953125608,D
D,-2.4630364e-05,99.99753699393248,D
D,-6.718607e-05,99.99328161869335,D
B,-0.0009452917,99.90551549474506,B
A,-4.7040652e-05,99.9952960454394,A
C,-0.00014334988,99.98566603941032,C
C,-0.79239887,45.275738541721374,C
C,-2.4391957e-05,99.99756083404814,C
B,-2.7610455e-05,99.99723899261652,B
B,-0.00020628207,99.97937392046833,B
A,-9.400689e-05,99.99059975285091,A
D,-4.1914896e-05,99.9958085982417,D
D,-2.451116e-05,99.9975489140396,D
A,-0.00046391605,99.95361915424121,A
A,-0.00014430351,99.98557069012507,A
B,-4.6802244e-05,99.9953198851208,B
D,-0.00017100146,99.98290131599164,D
B,-3.2497806e-05,99.99675027220479,B
D,-0.0010948539,99.89057452338565,D
A,-0.002322722,99.76799734314281,A
A,-0.00028517292,99.97148677379322,A
C,-0.00032044618,99.96796051573934,C
B,-1.6882126e-05,99.99831180165023,B
C,-0.00034678652,99.9653273603495,C
B,-0.00012332367,99.98766839340512,B
C,-5.419287e-05,99.99458085984071,C
B,-0.00041827938,99.95818080866243,B
C,-0.0001468068,99.9853203975591,C
C,-0.00062248815,99.93777055555533,C
D,-3.392825e-05,99.99660723255566,D
C,-0.0055868565,99.44287209595977,C
C,-0.001698749,99.83026930574025,C
B,-0.00013047588,99.98695326316074,B
D,-0.0010556763,99.89448807301933,D
A,-0.00016074994,99.98392629795794,A
B,-4.274932e-05,99.99572515937392,B
B,-4.4894987e-05,99.9955106020765,B
C,-0.06666181,93.55115284882413,C
B,-4.0842064e-05,99.99591587700257,B
C,-0.0001693326,99.98306817359556,C
D,-9.877504e-05,99.99012298380936,D
B,-0.00021116942,99.97888528746927,B
A,-0.000101039914,99.98989651903601,A
B,-1.4021238e-05,99.9985978860297,B
A,-0.00068241084,99.93178219493217,A
C,-0.4936208,61.041220751892624,D
C,-0.00014144262,99.98585673825357,C
B,-0.005517854,99.44973413948792,B
A,-5.4908094e-05,99.99450934134218,A
B,-3.9292416e-05,99.99607083559368,B
A,-0.8029591,44.80013200640289,C
C,-3.5954712e-05,99.9964045934363,C
B,-0.0005259882,99.94741501075428,B
B,-7.8748824e-05,99.99212542766072,B
C,-0.00016015393,99.9839858893956,C
B,-2.0458236e-05,99.99795419732683,B
B,-2.0100624e-05,99.99798995780161,B
B,-0.041751906,95.91076999237873,B
D,-4.048445e-05,99.99595163694843,D
D,-0.12789562,87.99452230336081,A
A,-8.2324936e-05,99.99176784526045,A
A,-1.4502215,23.45183365288331,C
B,-0.007552678,99.24757718033611,B
A,-0.1760302,83.85926574564,D
A,-4.2153304e-05,99.9957847584438,A
B,-0.00021450345,99.978551955422,B
B,-0.0010256625,99.8974863311998,B
C,-0.00093158695,99.90688468424071,D
B,-0.1404612,86.89573798250404,C
B,-4.6444635e-05,99.99535564435354,B
D,-0.00013715129,99.98628581148083,D
B,-6.7901296e-05,99.99321010092407,B
B,-6.301394e-05,99.99369880453366,B
D,-0.00010139752,99.98986076205549,D
A,-5.3596854e-05,99.99464045822857,A
D,-0.068839714,93.34762912684143,D
A,-0.063327216,93.8636286622449,B
C,-0.00011486754,99.98851390570232,C
D,-0.00017255111,99.98274637760865,D
C,-0.0001341712,99.9865837800553,C
A,-0.000114033115,99.98859733865285,A
C,-0.003824422,99.6182881787928,C
C,-3.1045008,4.48469005450105,B
A,-9.674858e-05,99.9903256099993,A
C,-0.31481552,72.99235181397508,A
C,-0.00010974178,99.98902642414089,C
B,-0.00096553436,99.90349316183153,B
D,-0.00021486107,99.97851620109866,D
B,-0.00018577903,99.98142382258554,B
D,-8.637786e-05,99.991362587046,D
A,-0.3564107,70.0184995197966,A
C,-0.00020807012,99.97919515250861,C
A,-4.7517467e-05,99.9952483661937,A
A,-0.00028660335,99.97134377168167,A
D,-0.0034802163,99.65258326335137,A
A,-0.0003540543,99.96460083698273,A
C,-0.0005725711,99.94275927875516,C
C,-0.019026376,98.11534829972445,C
D,-4.85903e-05,99.99514108804895,D
B,-8.5543434e-05,99.99144602247353,B
D,-0.21065407,81.00542404816653,D
D,-0.006502559,99.35185368862588,B
C,-0.00043496056,99.95651340216308,C
C,-0.00056625705,99.94339032432661,C
C,-0.00013810492,99.98619046160455,C
A,-0.00013142951,99.98685791264796,A
C,-0.78715694,45.51369392170333,C
D,-8.888114e-05,99.99111228098116,D
A,-8.375538e-05,99.9916248127384,A
D,-0.00016778296,99.98322311147737,D
D,-0.00012094693,99.9879060383785,D
C,-7.505351e-05,99.99249493064443,C
D,-1.1833329,30.625631405906876,D
C,-0.016107917,98.40211217176928,C
A,-8.5781845e-05,99.99142218341572,A
A,-0.0048284614,99.51831768805481,A
B,-9.639097e-05,99.99036136754603,B
C,-0.0004972711,99.95028525187819,C
C,-0.00015562419,99.98443879188162,C
C,-0.0003250951,99.9674957737686,C
B,-8.017927e-05,99.99198239442718,B
D,-8.4947416e-05,99.99150561919295,D
B,-0.31088778,73.27961056343084,A
B,-0.00080355303,99.9196769732278,B
B,-4.823269e-05,99.99517684731775,B
D,-2.7133641e-05,99.9972866727114,D
C,-0.00010127832,99.9898726808476,C
D,-0.00010926496,99.98907410091982,D
A,-0.026947204,97.34126324610503,A
A,-0.00025359125,99.97464409015431,A
A,-0.00012916465,99.98708436913942,C
B,-3.6789137e-05,99.9963211539712,B
A,-0.15105791,85.97979063207272,A
C,-0.0007582886,99.92419988281446,C
B,-0.00019126241,99.98087558794887,B
B,-0.0001843486,99.98156683911591,B
C,-1.9743013e-05,99.9980257181892,C
B,-0.061303828,94.0537434752698,C
A,-9.579495e-05,99.99042096381898,A
D,-0.00029005657,99.970998549234,D
C,-0.0009289718,99.90714595607183,C
D,-5.252402e-05,99.99474773593622,D
D,-0.00014144262,99.98585673825357,D
D,-0.022188991,97.80553739200427,D
C,-0.00021319589,99.97868268346288,C
A,-0.012375781,98.7700484040337,A
C,-0.00014668758,99.9853323178097,C
D,-0.00012618455,99.98738234109355,D
C,-0.00012892624,99.98710820706306,C
B,-0.00025001515,99.97500161011831,B
C,-0.0003038842,99.96961619681268,C
A,-0.0013624972,99.86384305778972,A
D,-0.0011858228,99.88148800100264,D
B,-8.590105e-05,99.99141026393895,B
A,-0.03767614,96.30247755969049,A
C,-0.00048083928,99.95192763046799,C
B,-0.00013858173,99.98614278720044,B
B,-0.002521442,99.74817341648138,B
B,-1.6762922e-05,99.9983237218497,B
B,-0.00031103275,99.96890156156712,B
B,-0.112634,89.34776130863618,D
B,-0.45055085,63.72770108762713,D
A,-7.004696e-05,99.9929955493231,A
A,-9.9251854e-05,99.99007530713023,A
A,-8.10137e-05,99.99189895815212,A
B,-1.6711577,18.802925811306974,D
D,-0.00012856863,99.98714396345922,D
B,-0.971521,37.850689107333345,A
C,-0.40077758,66.97990211697528,D
A,-0.08395311,91.94743692375027,B
C,-8.3159364e-05,99.99168440936441,C
A,-1.6762922e-05,99.9983237218497,A
D,-0.0010117303,99.89887813265427,D
B,-0.010348544,98.970481795,B
B,-0.0010086347,99.89918738010007,B
B,-0.00078663713,99.92136721878748,B
B,-0.00014632997,99.9853680735708,B
D,-0.0002478695,99.97521612171066,C
B,-2.2127088e-05,99.99778731568021,B
C,-0.00040803154,99.95920516935477,C
C,-5.371606e-05,99.99462853826817,C
D,-0.0001005631,99.9899441956299,D
A,-0.00011880126,99.98812057965903,A
D,-7.362307e-05,99.99263796401117,D
D,-0.18076935,83.46278434087189,D
C,-7.445749e-05,99.99255452818902,C
A,-0.00028719936,99.97128418777883,A
D,-9.066919e-05,99.99093349203267,D
B,-0.00016444526,99.98355682603807,B
C,-5.8484206e-05,99.99415175041678,C
A,-0.00023977463,99.97602541136392,B
D,-2.0458236e-05,99.99795419732683,D
D,-0.0001503829,99.98496284069415,D
D,-0.00012678056,99.98732274763155,D
A,-9.72254e-05,99.9902779326236,A
D,-0.00013619766,99.98638116144802,D
D,-0.0010431708,99.8957373113511,D
B,-0.0005689987,99.94311631490615,B
C,-0.0010244742,99.89760503945334,C
D,-0.16519806,84.77257868902731,D
B,-5.669615e-05,99.99433054571963,B
A,-0.0003495282,99.9650532877865,A
A,-6.3609965e-05,99.9936392058071,A
B,-0.4324865,64.88936131391007,A
C,-0.00010473523,99.98952702545427,C
A,-0.0004102964,99.95897877600574,A
B,-6.0749073e-05,99.99392527721875,B
A,-0.000191024,99.98089942439225,A
C,-7.2192626e-05,99.99278099798249,C
A,-0.22065695,80.1991756377097,B
D,-8.6735476e-05,99.99132682854126,D
D,-0.0033365758,99.66689843833245,D
D,-0.4153571,66.01045152891636,B
B,-8.75699e-05,99.99124339341317,B
D,-0.0004735679,99.95265442155792,D
A,-0.00025657137,99.97434615416192,D
B,-7.493431e-05,99.99250684975053,B
A,-9.615256e-05,99.99038520625092,A
B,-4.7159858e-05,99.99528412540086,B
B,-0.00027742467,99.97226138086653,B
D,-0.00012821102,99.98717971986815,D
C,-1.1041146e-05,99.99889589149532,C
C,-7.064298e-05,99.99293595151566,C
B,-6.742448e-05,99.99325777929792,B
B,-2.9040899e-05,99.99709595226828,B
B,-0.00042280913,99.95772802411841,B
C,-0.00055255595,99.94475966809253,C
B,-0.00093170616,99.9068727743417,B
B,-0.0003277176,99.96723360935471,B
D,-0.00041982904,99.95802590758798,D
C,-4.9424725e-05,99.99505764963817,C
D,-9.710619e-05,99.99028985246534,D
C,-0.006329029,99.36909571175734,C
B,-2.2961513e-05,99.99770387506135,B
B,-0.00019769941,99.98023201312407,B
D,-0.00018315656,99.98168602121387,D
B,-0.008327328,99.17072481535878,B
A,-0.0006466718,99.93535372471443,A
C,-0.00010092071,99.98990843823236,C
A,-0.00020210995,99.97979104728401,A
C,-0.0004976287,99.95024950966258,A
D,-0.00012320446,99.98768031293578,D
B,-0.13853042,87.06367660958543,D
C,-0.00012487332,99.98751344763484,C
C,-3.8934802e-05,99.99610659559495,C
B,-7.255024e-05,99.9927452391705,B
D,-0.0009365935,99.9063844966793,D
A,-0.8668025,42.02932907924888,B
C,-8.9834764e-05,99.99101692710217,C
C,-0.39413315,67.42642719753759,D
D,-0.00013238314,99.98676256222612,D
