generated,log_probs,linear_probs,correct_answer
A,-0.00055124465,99.94489072574181,C
A,-1.7954959e-05,99.99820452021893,A
A,-0.021432813,97.87952375756377,E
D,-0.0005965201,99.94036577827428,D
B,-0.019580398,98.06100529322931,D
D,-0.34678042,70.69605456124181,D
C,-1.0968356,33.39260893048531,C
D,-9.73446e-05,99.99026601378318,D
D,-2.5216777,8.032473283790505,B
A,-0.00012260844,99.98773990761076,A
D,-0.00057710084,99.94230656506609,D
A,-9.126521e-05,99.99087389545426,A
B,-0.00019817622,99.980184341561,B
C,-4.1084437,1.6433329826486713,D
B,-0.0015435495,99.84576411598366,B
B,-5.705376e-05,99.99429478675349,B
C,-3.3809047e-05,99.99661915245194,C
D,-0.00078568346,99.9214625108432,D
E,-0.0014253563,99.85756590378276,E
D,-0.0013322637,99.86686233693027,D
A,-3.368984e-05,99.99663107274964,A
A,-0.00081736967,99.91829642855942,C
D,-3.7385154e-05,99.99626155448162,D
B,-0.00016492206,99.98350915388954,B
D,-1.2753636,27.932938559020354,A
C,-0.00041446486,99.9585621018695,D
E,-0.00019769941,99.98023201312407,E
C,-0.000101039914,99.98989651903601,C
B,-3.1782583e-05,99.99682179220609,B
B,-0.0026606738,99.73428626553883,D
C,-7.767599e-05,99.99223270267017,C
A,-0.0001039008,99.98961045975012,A
A,-7.755679e-05,99.992244621745,A
D,-8.9953974e-05,99.99100500717374,D
D,-0.00036585543,99.9634211486937,D
A,-1.4259645e-05,99.99857404566683,A
D,-0.00023429126,99.9765736184054,D
E,-0.00094004674,99.90603949655178,C
D,-0.07102729,93.14364728794031,D
A,-0.00010092071,99.98990843823236,A
C,-3.5954712e-05,99.9964045934363,C
E,-0.000296732,99.97033120205857,E
A,-0.0066016833,99.34200599375629,E
E,-7.314626e-05,99.99268564151225,E
D,-0.00097602064,99.90244555132205,D
A,-0.7747839,46.0803349844066,A
A,-0.053936888,94.74919027238136,D
E,-0.089204006,91.46589586243013,E
B,-0.18508115,83.10368424759619,E
D,-0.00010640408,99.98936015807134,D
A,-7.064298e-05,99.99293595151566,A
A,-0.0023435387,99.76592052428886,A
B,-0.00016086915,99.9839143788748,B
D,-0.0007442336,99.92560432731354,B
D,-0.15033095,86.04231722508302,D
A,-0.9366582,39.19354190834845,C
A,-0.000107238506,99.9892767243843,A
A,-0.000114748334,99.98852582493383,A
D,-0.50678056,60.24319536473065,D
A,-0.0001657565,99.98342572368496,A
C,-0.0047200187,99.52911030830424,C
A,-0.011379418,98.86850826850925,E
A,-0.00012606535,99.98739425959023,D
A,-0.0006776464,99.93225831504674,A
D,-0.17418627,84.01403901320856,C
D,-2.2365493e-05,99.99776347571057,D
C,-0.47425407,62.234911224023406,C
B,-0.46848473,62.59500333484046,B
A,-3.3451433e-05,99.99665491264929,A
D,-0.00012904544,99.98709628860047,D
D,-0.0037965118,99.62106858394017,D
C,-0.00048632268,99.95137955557068,C
D,-0.507602,60.193729513726055,C
D,-0.0019674124,99.80345216871855,D
A,-0.009901518,99.01473406381533,A
A,-0.08894579,91.48951686972592,C
A,-0.00032879043,99.96712636156501,C
A,-0.14884883,86.16993681470014,A
E,-0.00047821683,99.95218974974432,E
D,-6.372917e-05,99.99362728606604,D
A,-0.025671093,97.46556079475404,A
C,-0.03061333,96.98505126801442,C
C,-0.0007556662,99.92446192437983,A
C,-0.0023896834,99.76131696203186,C
A,-0.00020532844,99.97946926384415,E
C,-0.014620129,98.54862261464726,C
A,-0.03024168,97.02110246111616,C
A,-6.8854926e-05,99.9931147444446,A
B,-0.26214615,76.93985678893699,D
B,-0.32462576,72.27978028822045,E
B,-0.09341693,91.08136755757246,C
A,-0.0006834837,99.93167498217784,A
A,-0.04466804,95.63148874372366,A
C,-0.0040678326,99.59404298238483,C
C,-0.00024655825,99.97534721429874,C
E,-0.077124596,92.57744986208294,D
C,-0.016195305,98.39351338371173,C
B,-0.009337509,99.07059501651915,B
C,-0.0001245157,99.98754920517581,C
E,-0.4412377,64.32397903014227,E
C,-0.00027444822,99.97255894374678,C
A,-0.0019437458,99.80581420505023,A
D,-0.063747846,93.82415510658358,D
C,-0.0032188264,99.67863484678739,E
D,-0.00085203594,99.9148326939552,A
A,-7.7079974e-05,99.99229229965849,A
D,-0.00035631913,99.96437443441219,E
D,-0.00025716738,99.97428656846962,D
D,-0.12016475,88.67743286111941,B
E,-0.00035560393,99.96444592895836,E
C,-0.00026300468,99.9737029902699,C
D,-0.0001135563,99.98864501472727,D
B,-0.00051287946,99.94872520401881,B
A,-0.0012278467,99.87729067953356,A
E,-0.00031997304,99.96800781459136,E
D,-0.00042698128,99.9573109863534,D
B,-0.10681979,89.86876108928115,E
B,-5.0974373e-05,99.99490269261713,B
B,-0.05211479,94.92198996365572,C
D,-2.2061737,11.012120017223543,E
E,-0.00055410556,99.9446047928135,B
E,-9.388769e-05,99.99061167173112,E
B,-0.0031038038,99.69010080194126,D
A,-0.3314859,71.78562779188958,A
C,-0.0005569628,99.94431922749885,B
D,-1.3109846,26.95545223010514,C
C,-0.081466585,92.17635100669787,B
A,-0.00046749215,99.95326171074288,C
A,-0.002108267,99.78939538338939,A
D,-0.0007753238,99.92249766858345,D
B,-4.7040652e-05,99.9952960454394,B
E,-9.794062e-05,99.9902064176026,E
C,-0.00034023033,99.96598275417753,C
E,-0.039099824,96.16547081352591,B
E,-0.053431857,94.79705363591766,C
E,-0.00010854974,99.98914561513098,E
D,-0.64603794,52.41182563844641,C
E,-0.052222505,94.9117659921542,A
B,-7.2073424e-05,99.99279291732267,B
E,-7.910644e-05,99.99208966888318,E
A,-0.004400921,99.56087488621901,A
D,-0.0028939173,99.71102660422811,D
D,-0.00010294717,99.9897058128878,D
A,-8.9119545e-05,99.99108844260287,A
E,-0.19940126,81.92211067115981,E
B,-0.0012360608,99.8764702808496,A
E,-0.00082797144,99.91723712337715,E
A,-8.299462e-06,99.99917005724404,A
A,-0.006538331,99.34829973768208,A
E,-0.00036977816,99.96302901995176,E
C,-5.347765e-05,99.9946523779904,C
D,-0.00024394676,99.97560829925915,D
E,-0.0010404328,99.8960108262543,E
C,-0.3596897,69.7892848626748,E
E,-0.057531033,94.40925919064101,D
B,-0.00024751187,99.97525187585359,B
A,-0.0022502919,99.77522381087091,A
E,-1.3292251,26.46822841554515,E
A,-3.035214e-05,99.99696483206215,A
A,-0.5936959,55.22823278287577,E
C,-0.0030921549,99.69126208872034,C
B,-5.252402e-05,99.99474773593622,B
D,-0.034105618,96.64694226792709,D
C,-0.78233343,45.733759998256225,A
A,-1.4595674,23.233676187600953,E
A,-0.00019984508,99.98001748876978,B
B,-0.112706855,89.34125211460258,B
B,-0.09616941,90.8310126215352,E
B,-2.7610455e-05,99.99723899261652,B
A,-0.45784593,63.264494030497666,D
B,-0.29808423,74.22388183390535,B
D,-0.6740462,50.96422856737407,D
D,-1.8448768,15.804479080850378,D
D,-0.016926939,98.32155167196828,D
D,-2.367014,9.376027688807484,D
C,-0.0052968427,99.47171608355428,B
B,-2.355753e-05,99.99764427474764,B
A,-0.05367119,94.77436828746436,A
D,-0.7347891,47.96065973408577,A
E,-0.0003745463,99.9625523833709,E
D,-0.6561069,51.88674102679699,C
B,-2.7610455e-05,99.99723899261652,B
C,-0.0001724319,99.98275829655256,C
A,-0.00020735491,99.97926665865435,A
C,-0.058487415,94.31901103725137,C
A,-0.0002074741,99.97925474212627,A
B,-0.26499695,76.72082899575716,C
A,-0.00014954848,99.98504627018166,A
D,-0.000107715314,99.98922904870862,D
C,-5.3596854e-05,99.99464045822857,C
E,-0.3228691,72.40686287483,E
E,-0.00025418727,99.9745845032847,E
D,-0.0379413,96.27694537994674,D
D,-0.00015741224,99.98426001486565,E
C,-0.007873133,99.21577789338316,C
A,-0.24078779,78.60084075355691,A
D,-0.51518244,59.73915965528612,B
D,-0.0013835707,99.86173859926728,E
D,-0.00010568886,99.98943167248709,D
A,-0.012805101,98.72765354798383,E
C,-0.00068622536,99.93140100387737,C
B,-0.037119426,96.35610542348886,B
C,-6.742448e-05,99.99325777929792,C
E,-0.010023211,99.00268539691697,A
C,-0.11261696,89.34928380746054,E
D,-1.326987,26.527533297935317,E
D,-0.019344693,98.08412148667612,B
C,-0.013576043,98.65156958523184,E
C,-0.071033835,93.14303766476381,D
B,-0.03631653,96.43350042101827,B
A,-0.26517534,76.7071439877432,B
D,-0.044488598,95.64865058905869,D
A,-0.9382087,39.13281940890225,D
D,-0.004251012,99.57580107616948,D
C,-0.00015205175,99.98479598092814,A
C,-0.00014537634,99.9854634226628,B
D,-0.0032679036,99.67374301852888,E
D,-0.32960522,71.92076061733641,E
E,-0.62838966,53.345014581573245,E
C,-0.00055577443,99.94443799840008,C
E,-0.006241365,99.37780718599957,E
B,-0.35060376,70.42627556504338,A
E,-0.00038848948,99.9611585972267,E
C,-0.042224105,95.86549171371938,D
E,-0.00038372134,99.96163522716176,E
B,-0.00812385,99.19090592923948,A
D,-2.469286,8.464527415653555,E
D,-0.00012725739,99.98727507068782,D
A,-0.00050859177,99.94915375408712,A
B,-0.020809524,97.94055000456567,A
A,-0.00017004783,99.98299666273127,A
B,-0.3073209,73.54145685028469,A
B,-0.12906653,87.89154893528875,C
A,-0.00019042798,99.98095901502569,A
B,-2.0756447,12.547550735180273,E
E,-0.00014597236,99.98540382934465,C
C,-0.022160888,97.80828605964432,C
B,-1.7120534e-05,99.99828796125556,B
B,-0.10189576,90.31236883756627,B
A,-0.017266074,98.28821304600899,A
A,-0.00021164624,99.97883761554854,A
B,-0.04209427,95.87793921787939,C
D,-0.0021256378,99.78766197681543,D
E,-0.0010313807,99.89691509902667,C
B,-0.25660273,77.3675510791635,D
D,-0.730171,48.18265906982458,A
C,-0.010479851,98.95748713111078,C
B,-0.1456325,86.44753395026616,C
A,-1.5304929,21.64289631849804,A
B,-0.48982632,61.27328043769516,A
D,-0.00016849818,99.9831516015021,D
B,-0.0018499857,99.81517244687866,E
C,-0.010309141,98.97438160572578,A
C,-0.00019924906,99.98007707887756,C
B,-0.0011561741,99.88444940117654,B
A,-1.9313254,14.495594649489032,D
E,-0.0013170239,99.86838429953609,E
B,-6.7662884e-05,99.99323394050813,B
C,-6.635165e-05,99.99336505512221,C
D,-1.3393917,26.200499775557905,D
E,-2.3329062,9.701339667146124,D
D,-2.1650272e-05,99.99783499623655,D
C,-0.003780243,99.62268931236437,C
C,-2.618001e-05,99.99738203326935,C
D,-2.9941237,5.008049340012046,B
E,-0.00015800826,99.98420042226476,E
C,-0.00016778296,99.98322311147737,C
D,-0.0001973418,99.98026776706122,B
C,-0.0007594807,99.92408076324679,C
C,-0.002373035,99.76297784216662,C
B,-1.2004809,30.10494024379224,A
C,-6.551722e-05,99.99344849262062,C
E,-0.003383034,99.6622682011885,D
B,-0.17734613,83.74898539859,B
E,-0.2312317,79.3555577905225,C
C,-0.033488132,96.70663883071943,B
B,-3.488188e-05,99.99651187283656,C
E,-0.0004325765,99.95675170477249,E
D,-0.39155146,67.60072622658899,D
D,-0.79349786,45.2260082893517,C
D,-4.978234e-05,99.99502188991201,D
C,-0.00059461646,99.94055602893329,C
B,-0.00036775172,99.96323158923754,B
A,-0.07608204,92.67401736767076,D
A,-0.76480377,46.54252524112982,B
D,-0.006524357,99.34968804052265,D
D,-0.45985588,63.13746326622933,E
E,-0.26810363,76.48285178166064,E
E,-0.015795734,98.43283643390002,A
E,-1.0820367,33.89045753059827,C
D,-0.09599971,90.8464279523309,B
E,-3.373194,3.4279972070469076,D
D,-0.018257286,98.19083685797496,A
B,-0.7881141,45.470150876584114,B
D,-5.8841815e-05,99.99411599161456,D
A,-0.029336384,97.10897504643839,A
D,-2.0584896,12.764662182506273,E
D,-3.22594e-05,99.99677411203288,D
A,-0.0065835663,99.34380578918227,A
E,-5.240482e-05,99.99475965531086,E
E,-0.00028862982,99.97114118295794,E
D,-0.051129047,95.01560478330467,D
C,-1.7584939,17.230417581833525,D
A,-0.23739529,78.86794692848429,C
E,-0.92167294,39.78529000023156,B
B,-0.40206298,66.89386146097048,D
A,-0.048364103,95.27868113775084,D
B,-0.0001819682,99.98180483552088,A
D,-0.000101993544,99.98980116571646,D
C,-0.00068515254,99.9315082123405,B
C,-0.0009882692,99.90122189771758,C
A,-0.0816382,92.16053351951771,E
B,-0.11301407,89.31380935746334,B
C,-0.033038765,96.75010536837324,B
A,-0.000113079484,99.98869269092438,A
C,-0.007691322,99.23381805307778,C
C,-0.002098276,99.79039238421917,C
A,-0.061297882,94.05430272049114,A
C,-5.2643223e-05,99.99473581626302,C
B,-0.05900482,94.27022253214231,C
B,-0.00081129395,99.9189035059956,A
B,-0.022677055,97.75781367726348,E
C,-0.00010843054,99.98915753383785,D
E,-0.7215106,48.60175230855749,C
C,-0.0003246183,99.96754343828196,E
C,-0.00012654216,99.98734658461214,C
A,-0.00024417418,99.97558556280889,C
E,-0.23622666,78.96016825311109,E
C,-0.0021934446,99.78089592417209,C
C,-0.02339083,97.68806149045098,C
E,-0.00025716738,99.97428656846962,E
A,-0.00029005657,99.970998549234,A
E,-0.0027136921,99.72899866340039,C
D,-0.00066597183,99.93342498800189,D
E,-0.0010193521,99.89811672628657,A
C,-0.00010330478,99.9896700555755,C
C,-0.24548236,78.23270839225532,C
E,-0.00073338975,99.92668791145312,E
C,-0.000117132404,99.98828744557322,C
B,-9.770221e-05,99.99023025627055,E
D,-0.00013464801,99.98653610546364,D
A,-0.002529291,99.7473904961408,E
E,-0.083394274,91.99883482177124,A
C,-0.8705494,41.872144048314794,B
B,-0.8609169,42.27742628274871,B
B,-0.0066505997,99.33714665930583,D
A,-0.049605664,95.1604602475283,C
D,-0.0030505583,99.69540899252088,D
C,-0.019568821,98.06214055205903,D
C,-0.0010517461,99.89488067910787,C
B,-0.103720255,90.14774459590339,B
D,-0.09709585,90.74690210589111,C
B,-0.41867575,65.79174904317422,E
A,-0.98767436,37.24418502722918,A
C,-3.059055e-05,99.9969409917886,D
E,-0.00034750174,99.96525586317364,E
C,-2.4567468,8.57133405327517,C
D,-0.004341818,99.56675940650209,C
D,-0.00019388489,99.98061339044607,D
E,-0.0007632879,99.9237003330107,E
A,-0.6953917,49.88789988050811,B
D,-1.3527356,25.853205211814977,D
D,-0.0009443381,99.90561076469005,D
B,-1.9064178,14.86117913871915,E
C,-7.3861476e-05,99.99261412516917,C
B,-0.5572387,57.27885231136693,E
D,-0.12816213,87.97107400796314,D
B,-1.5764816,20.670107738406333,A
D,-0.13058342,87.75832818977722,D
D,-0.00036049128,99.96395736891743,D
E,-2.3171017,9.85588250926521,E
C,-0.00054028525,99.94598606777936,C
B,-0.0047195456,99.52915739553745,D
C,-0.095496975,90.89211111358738,C
D,-0.021027023,97.91925034929105,D
A,-0.00015884268,99.98411699348306,A
B,-6.670925e-05,99.99332929750125,B
D,-0.00035584232,99.96442209843693,D
E,-0.0010613906,99.89391724757708,E
D,-3.9616153,1.9032346499393706,D
B,-1.0448041,35.176072255432885,D
C,-5.9199425e-05,99.99408023272514,C
B,-0.14102499,86.84676084209522,C
E,-1.0610068,34.61071741531181,E
C,-0.0007848527,99.92154552163187,C
D,-8.637786e-05,99.991362587046,D
A,-4.4179764e-05,99.99558212119113,A
D,-2.5894084,7.506443507178362,C
B,-0.0003861054,99.96139691290976,B
D,-0.120167494,88.67718953057748,C
A,-0.0018942449,99.81075480495967,A
D,-3.1305768e-05,99.99686947220205,D
C,-3.5716304e-05,99.99642843338195,C
C,-0.014896627,98.52137788432185,C
E,-0.0007222029,99.9278057825745,E
D,-2.5583993e-05,99.99744163342676,D
B,-0.0010547226,99.89458334243805,B
B,-0.00010497363,99.98950318795387,B
A,-0.7263086,48.369119633052,A
D,-0.10797915,89.76463121609312,E
B,-0.41889554,65.77729026365779,B
B,-0.00016897499,99.98310392854695,E
D,-0.0039716624,99.60362142199011,D
B,-0.002190591,99.78118065934297,B
B,-0.012506947,98.7570939814732,B
A,-0.50630325,60.271956907850225,B
C,-0.06756486,93.46670961421412,E
D,-0.0060830843,99.3935380197963,E
C,-0.751562,47.16292921360658,E
D,-1.0203955,36.045235307269756,D
D,-1.735894e-05,99.99826412106655,D
A,-0.17977192,83.54607415683239,E
C,-0.015811458,98.43128868814836,C
B,-0.036936533,96.37372989232495,C
E,-6.682846e-05,99.99331737729717,E
E,-7.5411124e-05,99.99245917193474,E
E,-0.0382275,96.24939486084635,E
B,-0.05617057,94.53778690340224,B
E,-1.0290797,35.73356653052437,E
A,-0.061487116,94.036506132483,A
B,-0.000908245,99.90921673296485,B
A,-0.00032974407,99.96703102896008,A
E,-0.0004711875,99.95289234913967,E
C,-0.0024119194,99.75909869405068,C
A,-5.6457742e-05,99.99435438517084,A
A,-0.042073473,95.87993321211577,D
E,-0.00021676833,99.9783255162557,E
C,-0.03509722,96.55115446621701,D
E,-0.13900235,87.02259834247876,E
A,-0.44691834,63.959613556276175,B
A,-2.7968066e-05,99.99720323251027,A
C,-0.21439947,80.70259379715661,C
C,-0.13834773,87.0795837256565,C
D,-0.03127515,96.92088585670253,D
A,-0.026667044,97.36853819491249,E
A,-0.11755299,88.90933974390353,B
D,-9.2695656e-05,99.99073086401096,D
D,-4.6444635e-05,99.99535564435354,D
B,-0.10477602,90.0526199857829,A
B,-0.013059406,98.7025498041874,B
B,-0.3973882,67.20730762174652,B
E,-0.00043519895,99.95648957353269,E
D,-0.00021998682,99.97800373753263,D
E,-1.0383697,35.403138910187046,D
C,-0.004712665,99.52984221821383,E
D,-0.84709305,42.86592134409784,E
B,-0.44523612,64.06729824666833,D
B,-0.008252495,99.17814633589275,E
E,-5.9437833e-05,99.9940563933393,E
B,-0.6327283,53.11407112004829,E
C,-0.00041756415,99.95825230177765,C
A,-0.0145717235,98.55339302545535,D
C,-0.09992905,90.49016185282548,C
D,-8.625866e-05,99.99137450601712,D
B,-0.39535442,67.34413158760249,E
E,-0.11761403,88.90391288343503,C
A,-0.000101159116,99.9898846000411,C
C,-0.0020041766,99.79978304208899,C
B,-0.06443044,93.76013315423886,B
D,-0.001645907,99.83554467621023,D
A,-1.1827586,30.643224757470634,A
E,-1.3039,27.147098895370537,D
C,-0.0002671768,99.97328588885428,C
B,-7.946405e-05,99.9920539107184,B
D,-0.0007349394,99.92653306018117,D
C,-0.11188729,89.41450309075988,D
D,-0.020604368,97.96064515729249,A
C,-5.669615e-05,99.99433054571963,C
C,-0.002111359,99.78908683505587,C
A,-0.0010162565,99.89842597137536,D
E,-0.12735085,88.04247213890612,D
C,-0.002187853,99.78145386058962,C
A,-0.07280969,92.9777759194916,B
A,-6.0749073e-05,99.99392527721875,B
A,-0.00025597532,99.97440574388871,A
B,-0.0345317,96.60577151715246,D
B,-0.8244519,43.84752549022254,B
A,-0.08020861,92.29237951703689,E
B,-1.2762533,27.90809767568994,D
E,-2.9825752,5.066220043492703,E
C,-0.722865,48.535970652623995,C
E,-0.15847732,85.34423196432472,E
D,-0.014170682,98.59292495246619,E
A,-3.297462e-05,99.99670259236568,A
B,-0.5093707,60.08735896086347,B
B,-0.00042352435,99.95765653237774,B
A,-2.167439,11.447040053715481,C
E,-1.3736358,25.318475496087412,C
D,-2.8444882e-05,99.99715555225518,D
A,-0.0002600246,99.97400092034663,A
E,-0.061675094,94.01883099945336,E
C,-1.5451682e-05,99.99845484373766,C
B,-0.075912006,92.68977644129104,A
C,-0.00039921046,99.96008692138932,C
E,-0.19912505,81.9447415026354,C
D,-7.0285365e-05,99.99297171049584,D
A,-5.7961847e-06,99.99942038320978,A
E,-0.030785624,96.96834276501998,A
A,-0.016702935,98.34357855979239,D
A,-3.9292416e-05,99.99607083559368,A
E,-0.008559374,99.14771531508276,E
A,-0.00038968152,99.96103943959822,A
E,-0.78194106,45.75170807457983,B
D,-0.00046081675,99.95392894097311,D
C,-3.7086515,2.4510553477395387,A
B,-0.32912105,71.95559092321868,B
A,-2.355753e-05,99.99764427474764,A
A,-0.5313622,58.78037178451824,B
E,-0.002449377,99.75536202761916,A
D,-0.6540514,51.993503910941605,D
A,-0.0001245157,99.98754920517581,A
D,-0.039553117,96.12188955704991,B
B,-0.20326518,81.60618094595313,D
E,-0.14823374,86.22295538506013,B
D,-6.1106686e-05,99.99388951809756,D
A,-0.015279055,98.48370775433565,A
B,-0.012351065,98.77248963471865,B
E,-0.058842525,94.28552335949847,A
A,-0.8107181,44.4538728317584,B
B,-6.3609965e-05,99.9936392058071,D
E,-0.00012809181,99.98719163934057,E
C,-5.109358e-05,99.99489077252547,C
B,-4.596782e-05,99.99540332365041,B
C,-0.0034622715,99.65437152507248,B
E,-0.36637175,69.32450394578402,C
B,-0.9950551,36.970307334349634,D
C,-0.017701132,98.24546127304237,C
D,-6.81397e-05,99.99318626214566,D
D,-0.00014513794,99.98548725920013,D
C,-0.20865914,81.16718549649855,C
B,-2.677603e-05,99.99732243284747,B
E,-0.14459886,86.53693577595024,D
C,-0.22472979,79.87320149806834,A
A,-1.4303145,23.923367142152095,A
B,-0.049068168,95.21162236275393,B
E,-0.00010652328,99.98934823934032,E
B,-0.00048405782,99.95160593170854,B
B,-0.0017472925,99.82542331268388,D
E,-0.0005244385,99.94756989938334,E
E,-4.990154e-05,99.9950099705061,E
E,-0.1885111,82.8191310464075,E
A,-1.3650408,25.537025666905294,E
E,-2.3676734e-05,99.99763235462916,E
D,-1.8074163e-05,99.99819260003368,D
B,-1.6275678,19.640669402740777,A
C,-0.00042412037,99.95759695563305,C
A,-0.019044384,98.11358145444099,A
D,-0.0012458281,99.87549476216553,E
A,-0.015789047,98.43349465647803,A
A,-0.030676447,96.97893005571183,E
E,-0.9949086,36.97572388112648,B
E,-0.45716915,63.30732466659176,E
D,-8.42322e-05,99.99157713474321,D
E,-0.2014843,81.75164124670201,D
A,-0.17575864,83.8820416602196,A
E,-0.017832883,98.23251818792511,E
A,-0.088446714,91.53518848770342,A
E,-0.7897347,45.396521627968326,E
D,-0.013738304,98.63556358150957,D
B,-0.017022336,98.31217253828115,B
D,-7.8748824e-05,99.99212542766072,D
E,-1.2203104,29.51385417011712,E
A,-0.0033750767,99.6630612469105,C
A,-0.00025597532,99.97440574388871,A
A,-0.00021867557,99.97813483377598,A
A,-0.05015446,95.10825089503857,A
C,-0.003115561,99.68892873237826,A
B,-0.08066553,92.25021891573245,C
C,-0.003771578,99.62355254670722,D
E,-0.060596567,94.12028754917411,E
E,-0.00786864,99.21622367087468,E
A,-0.005677892,99.4338196764291,C
B,-0.00021462266,99.97854003697955,B
A,-0.11332833,89.28574600955949,C
E,-0.09238253,91.17563086875353,D
B,-4.2153304e-05,99.9957847584438,B
A,-0.0399652,96.08228752065897,A
E,-0.09063871,91.33476346635263,E
B,-0.0704194,93.20028559287564,A
A,-0.6150294,54.062500070064644,A
D,-3.750436e-05,99.99624963432797,D
C,-0.33405435,71.60148657617088,C
D,-0.083007164,92.03445538481235,D
C,-0.7129259,49.02077981087844,B
A,-1.6559577,19.090913444954,A
C,-0.0033210078,99.66845006468516,C
E,-0.00012546933,99.98745385409472,E
E,-0.040369906,96.0434103098565,E
C,-5.2285613e-05,99.99477157538689,C
E,-0.023559786,97.67155790056333,D
A,-0.0005941397,99.94060367660413,A
A,-0.7903012,45.370811781467665,E
B,-0.056867823,94.47189312285815,A
D,-3.202099e-05,99.99679795226665,D
E,-4.894791e-05,99.99510532879295,E
D,-2.6418418e-05,99.99735819309633,D
A,-0.5603457,57.10116310036759,E
B,-0.026262568,97.40792939762844,B
C,-0.00012904544,99.98709628860047,C
E,-0.00017636562,99.98236499315017,E
D,-0.00018161058,99.98184059102032,D
C,-0.37201875,68.93413172533499,C
B,-0.63231087,53.136247154905035,C
C,-3.5120287e-05,99.99648803297102,C
A,-1.6524515e-05,99.9983475621529,A
D,-7.278864e-05,99.99272140090287,D
E,-8.518583e-05,99.99148177982097,E
A,-0.0016868433,99.8314578620528,A
A,-0.0002935135,99.97065295708732,A
A,-0.000727921,99.9272343870219,A
A,-0.0014657003,99.85353733140884,A
D,-2.9875326e-05,99.9970125120263,D
D,-0.3686021,69.17005833631471,C
C,-1.0333056,35.58287867188542,D
