prompt,answer
"Question: A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?

A) Plot sequence
B) Point of view
C) Character development
D) Setting

Choose the best option.",A
"Question: Which movie popularized the phrase ""You talkin' to me?""

A) Ghost Busters
B) Taxi Driver
C) Joker
D) Groundhog Day

Choose the best option.",B
"Question: Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?

A) A grayish, milky fluid
B) Excessive fluid use
C) Excessive thinning of the fluid
D) A noisy relief valve

Choose the best option.",A
"Question: What animal represents the year 2000 on the Chinese calendar?

A) dragon
B) rabbit
C) tiger
D) monkey

Choose the best option.",A
"Question: Which of the following is part of a farm combine?

A) Beater
B) Conditioner
C) Seed plate
D) Furrow opener

Choose the best option.",A
"Question: According to legend in what country are you most likely to meet a leprechaun?

A) Ireland
B) Poland
C) Greenland
D) Scotland

Choose the best option.",A
"Question: During which of the following processes within the hydrologic cycle do water molecules absorb energy?

A) Formation of ice from water
B) Formation of a cloud from water vapor
C) Runoff along the land surface
D) Evaporation from the ocean surface

Choose the best option.",D
"Question: What French city is home to a famous international film festival each spring?

A) Cannes
B) Marseille
C) Dijon
D) Lyon

Choose the best option.",A
"Question: What do you call three consecutive strikes in bowling?

A) yahtzee
B) mulligan
C) turkey
D) ace

Choose the best option.",C
"Question: Which of the boys on the TV show 'My Three Sons' is adopted?

A) Mike
B) Ernie
C) Chip
D) Robbie

Choose the best option.",B
"Question: Which of these horror films spawned the most sequels?

A) Scream'
B) Jaws'
C) Halloween'
D) Friday the 13th'

Choose the best option.",D
"Question: What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?

A) Miss Jackie
B) Elizabeth Sanford
C) Geraldine Jones
D) Gladys Knight

Choose the best option.",C
"Question: What kind of animal is a peregrine?

A) moose
B) cat
C) bird
D) fish

Choose the best option.",C
"Question: What part of the human body does a gastroenterologist examine?

A) Brain
B) Skeleton
C) Stomach
D) Nose

Choose the best option.",C
"Question: A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?

A) Blue
B) Green
C) Red
D) Black

Choose the best option.",D
"Question: Meat should be kept frozen at what temperature in degrees Fahrenheit?

A) 0 degrees or below
B) between 10 and 20 degrees
C) between 20 and 30 degrees
D) just below 32 degrees

Choose the best option.",A
"Question: What kind of animal is cartoon character Tennessee Tuxedo?

A) cat
B) skunk
C) walrus
D) penguin

Choose the best option.",D
"Question: What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?

A) Calvin Coolidge
B) Harry Truman
C) Herbert Hoover
D) Richard Nixon

Choose the best option.",C
"Question: What is the heaviest confirmed noble gas?

A) Xenon
B) Argon
C) Radon
D) Krypton

Choose the best option.",C
"Question: How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?

A) 1 mol
B) 2 mol
C) 3 mol
D) 6 mol

Choose the best option.",D
"Question: Who led the 1831 slave insurrection in SouthamptonVirginia?

A) John Brown
B) Dred Scott
C) Nat Turner
D) Harriet Tubman

Choose the best option.",C
"Question: For what purpose would you use an awl?

A) to shoot ducks
B) to polish floors
C) to make holes
D) to weigh fruit

Choose the best option.",C
"Question: Which of these bones is located in the wrist?

A) Patella
B) Humerus
C) Carpals
D) Coccyx

Choose the best option.",C
"Question: What do you call a young cow?

A) mare
B) lamb
C) kid
D) calf

Choose the best option.",D
"Question: Which of these is an Italian Design firm?

A) Escada
B) Fendi
C) Ghost
D) Mainbocher

Choose the best option.",B
"Question: Operant conditioning would be most useful for

A) determining whether a toddler is securely attached
B) increasing on-task behavior in the classroom
C) measuring a dependent variable
D) preventing anterograde amnesia

Choose the best option.",B
"Question: Which of these countries was not a member of the Axis alliance during World War II?

A) Germany
B) Italy
C) Spain
D) Japan

Choose the best option.",C
"Question: The demand for labor is called derived demand because it is

A) dependent on the demand for the final product that the labor is used to produce
B) inversely related to the wage rate
C) dependent on the availability of capital goods
D) directly related to the marginal utility of working

Choose the best option.",A
"Question: Which of the following actions is most important before removing the blade from a gas-powered lawn mower?

A) Adjusting the wheels to their highest level
B) Removing the spark plug
C) Emptying the gas tank
D) Removing the air filter

Choose the best option.",B
"Question: Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?

A) Lift
B) Drag
C) Thrust
D) Weight

Choose the best option.",C
"Question: Which of the following heavenly bodies have never had a spacecraft landed on it?

A) Venus
B) Mars
C) The Moon
D) Jupiter

Choose the best option.",D
"Question: The labor force primarily consists of all

A) employed workers under the age of 16
B) persons classified as unemployed or employed
C) persons who are employed as full-time workers
D) unemployed, employed, and discouraged workers

Choose the best option.",B
"Question: Which of the following is an example of persuasive speech?

A) A campaign manager's introduction of a mayoral candidate
B) A professor's lecture on the structure of the heart
C) A company president's yearly sales report
D) A tour guide's discussion of an art museum installation

Choose the best option.",A
"Question: What is the name of the POW camp where 'Hogan's Heroes' are held?

A) Stalag 13
B) Alcatraz 17
C) Devil's Island
D) Leavenworth

Choose the best option.",A
"Question: Which value is the most reasonable estimate of the volume of air an adult breathes in one day?

A) 100 liters
B) 1,000 liters
C) 10,000 liters
D) 100,000 liters

Choose the best option.",C
"Question: What is a Dutch oven?

A) a toaster oven
B) a microwave
C) a kettle pot
D) a sauna

Choose the best option.",C
"Question: What does it mean to work 'probono'?

A) work overtime
B) work without pay
C) work as your own boss
D) not work at all

Choose the best option.",B
"Question: What is the largest animal ever to live on Earth?

A) blue whale
B) giant squid
C) woolly mammoth
D) Tyrannosaurus

Choose the best option.",A
"Question: Which of these is not a Hindudeity?

A) Shiva
B) Vishnu
C) Sanskrit
D) Brahma

Choose the best option.",C
"Question: What kind of angle is formed where two perpendicular lines meet?

A) obtuse
B) acute
C) right
D) invisible

Choose the best option.",C
"Question: The nineteenth-century photographic process used to create a daguerreotype was notable for its

A) quick exposure time
B) ability to capture sharp detail
C) capacity to be reproduced multiple times
D) use of paper negatives

Choose the best option.",B
"Question: A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of

A) an oligopoly
B) a pure monopoly
C) monopolistic competition
D) pure competition

Choose the best option.",A
"Question: In traditional English puppet shows who is married to the character Punch?

A) Debbie
B) Victoria
C) Judy
D) Barbara

Choose the best option.",C
"Question: In what sport do athletes compete for the Walker Cup?

A) cricket
B) tennis
C) squash
D) golf

Choose the best option.",D
"Question: A pita is a type of what?

A) Fresh Fruit
B) flat bread
C) French tart
D) fried bean dip

Choose the best option.",B
"Question: What is the oldest permanent European settlement in the United States?

A) St Augustine Florida
B) Plymouth Massachusetts
C) Newport News Virginia
D) Charlotte North Carolina

Choose the best option.",B
"Question: As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?

A) The amount of the Moon's surface that is in Earth's shadow
B) The amount of the illuminated side of the Moon that can be seen from Earth
C) The part of the Moon that faces Earth as the Moon rotates on its axis
D) The tilt of the Moon on its axis

Choose the best option.",B
"Question: In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?

A) Music
B) Theology
C) Mathematics
D) Law

Choose the best option.",C
"Question: Which of the following is not a flavor of Ben & Jerry's Ice Cream?

A) Wavy Gravy
B) Bovinity Divinity
C) Cutie Patootie
D) Chubby Hubby

Choose the best option.",C
"Question: Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?

A) Cantilevering
B) Contrapposto
C) Sfumato
D) Foreshortening

Choose the best option.",D
"Question: How much energy do Americans waste each year by throwing out the unused ice in their drinks?

A) 6*10^8 J
B) 6*10^11 J
C) 6*10^14 J
D) 6*10^17 J

Choose the best option.",C
"Question: Who wrote 'A Tale of Two Cities'?

A) Charles Dickens
B) Nathaniel Hawthorne
C) Washington Irving
D) Mark Twain

Choose the best option.",A
"Question: What is your astrological sign if you were born on Halloween?

A) Scorpio
B) Capricorn
C) Libra
D) Cancer

Choose the best option.",A
"Question: In an adult human how long is the large intestine?

A) one foot
B) five feet
C) twelve feet
D) twenty feet

Choose the best option.",B
"Question: The purpose of an amicus curiae brief is to

A) influence the outcome of a Supreme Court case
B) explain the reasoning of a Supreme Court decision
C) request a writ of habeas corpus from the Supreme Court
D) order a party to comply with a Supreme Court decision

Choose the best option.",A
"Question: What are the names of the two primary M&M's spokes-candies?

A) Peanut and Plain
B) Red and Yellow
C) Mort and Marty
D) They don't have names

Choose the best option.",B
"Question: The accumulation of stress along the boundaries of lithospheric plates results in which of the following?

A) Earthquakes
B) Magnetic reversals
C) Hurricanes
D) Increased deposition of deep-sea sediments

Choose the best option.",A
"Question: In bowling how many pins must you knock down to get a strike?

A) zero
B) 8
C) 10
D) 12

Choose the best option.",C
"Question: Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?

A) Circle
B) Triangle
C) Hexagon
D) Rectangle

Choose the best option.",B
"Question: What kind of item is a ginsu?

A) radio
B) knife
C) toothbrush
D) martial arts weapon

Choose the best option.",B
"Question: Which of these words is a synonym for 'perambulate'?

A) kiss
B) shout
C) stroll
D) heal

Choose the best option.",C
"Question: After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?

A) Paraphrasing ideas
B) Spelling words correctly
C) Expressing speech in print
D) Capitalizing proper nouns

Choose the best option.",C
"Question: What's the third letter of the Greek alphabet?

A) delta
B) gamma
C) phi
D) theta

Choose the best option.",B
"Question: A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?

A) The water table would be found at sea level.
B) The water table would be found at an elevation lower than 550 feet above sea level but above sea level.
C) The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.
D) The water table would intersect with the land surface at the top of the hill, forming a spring.

Choose the best option.",C
"Question: Before he went into coaching Phil Jackson played for which of the following NBA teams?

A) Boston Celtics
B) Los Angeles Lakers
C) New York Knicks
D) Philadelphia 76ers

Choose the best option.",C
"Question: Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?

A) 6*10^3 W
B) 6*10^5 W
C) 6*10^7 W
D) 6*10^11 W

Choose the best option.",B
"Question: People are supposed to drive on the left-hand side of the road in which country?

A) France
B) Italy
C) England
D) Germany

Choose the best option.",C
"Question: In the famous ballet 'The Nutcracker' who does the hero defeat?

A) Sugar Plum Fairy
B) Rat King
C) Snow Queen
D) Marzipan

Choose the best option.",B
"Question: An airplane's black box is usually what color?

A) black
B) white
C) orange
D) purple

Choose the best option.",C
"Question: Which of these sentences is written in the subjunctive?

A) I am not your man
B) I wish I were your man
C) Wherefore art your man?
D) Your man is where?

Choose the best option.",D
"Question: Which of the following terms refers to the process of using thick applications of paint?

A) Scumbling
B) Alla prima
C) Impasto
D) Frottage

Choose the best option.",C
"Question: What was Richard Nixon's middle name?

A) Michael
B) Milhous
C) Mortimer
D) Matthew

Choose the best option.",B
"Question: In what country did Pokemon originate?

A) France
B) Hungary
C) Japan
D) Canada

Choose the best option.",C
"Question: What important food crop is grown in fields called paddies?

A) wheat
B) rye
C) corn
D) rice

Choose the best option.",D
"Question: A triad on a color wheel can be described as

A) three analogous colors
B) three colors equally spaced apart
C) three colors of equal value
D) a complementary set

Choose the best option.",B
"Question: Which of these famous baseball figures was once acquitted at court-martial for insubordination?

A) Abner Doubleday
B) Ty Cobb
C) Jackie Robinson
D) Billy Martin

Choose the best option.",C
"Question: Which of the following best describes an effect of the green revolution in the 1960s?

A) Increased varieties of each crop planted
B) Increased use of fertilizers
C) Decreased use of mechanization
D) Decreased use of pesticides

Choose the best option.",B
"Question: In what forest did Robin Hood live?

A) Black Forest
B) Petrified Forest
C) Nottingham Forest
D) Sherwood Forest

Choose the best option.",D
"Question: If a piece of music is in 'common time' how many quarter notes are there per measure?

A) one
B) four
C) five
D) ten

Choose the best option.",B
"Question: Which of these countries does not participate in NAFTA?

A) United States
B) Canada
C) Mexico
D) Guatemala

Choose the best option.",D
"Question: President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who

A) were living in the areas still in rebellion
B) were serving in the Union armies
C) were living in the border states
D) had escaped to Northern states

Choose the best option.",A
"Question: Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?

A) Caryatids
B) Telamones
C) Discoboloi
D) Kouroi

Choose the best option.",D
"Question: In 1978 who became the youngest jockey ever to win horse racing's triple crown?

A) Jerry Bailey
B) Steve Cauthen
C) Willie Shoemaker
D) Pasquale Devito

Choose the best option.",B
"Question: What does the Latin phrase 'e pluribus unum' mean?

A) What a crazy life
B) In God we trust
C) from many one
D) for the greater good

Choose the best option.",C
"Question: In the United States what is the first day of spring?

A) 21-Feb
B) 21-Mar
C) 21-Apr
D) 21-May

Choose the best option.",B
"Question: Which of the following is an example of a concurrent power?

A) The printing and coining of money
B) The power to declare war
C) The process of naturalization
D) The levying of taxes

Choose the best option.",D
"Question: Which of these animals shares its name with a luxury car?

A) yak
B) gazelle
C) sloth
D) jaguar

Choose the best option.",D
"Question: Who were the Know-Nothings?

A) a '60's comedy troupe
B) computer designers
C) a political party
D) a spy ring

Choose the best option.",C
"Question: Which of the following poses the greatest safety risk while being heated in a school laboratory?

A) A mixture of iron and sulfur
B) Mercury(II) oxide
C) Sodium chloride
D) Copper(II) sulfate hydrate

Choose the best option.",B
"Question: Who is the star of the TV show 'Everybody Loves Raymond'?

A) Ray Liotta
B) Ray Romano
C) Ray Parker Jr
D) Sugar Ray Leonard

Choose the best option.",B
"Question: In what sport do you find 'steel cage' matches?

A) boxing
B) fencing
C) pro wrestling
D) college basketball

Choose the best option.",C
"Question: Which of the following best helps explain why volcanoes tend to form along subduction zones?

A) Rock material carried deep below Earth's surface results in material melting and rising to the surface.
B) Two plates pull away from each other, and magma oozes out.
C) The friction resulting from the collision of two continents causes rock to melt.
D) There is a row of hot spots at these boundaries.

Choose the best option.",A
"Question: How many sides does a rhombus have?

A) 4
B) 6
C) 8
D) 10

Choose the best option.",A
"Question: Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree

A) I only
B) II only
C) I and II only
D) I , II , III , and IV

Choose the best option.",C
"Question: From whom does the Lutheran Church get its name?

A) Martin Luther King Jr
B) Martin Luther
C) Luther Vandross
D) Lex Luthor

Choose the best option.",B
"Question: What is the only metal that is a liquid at normal atmospheric pressure and temperature?

A) lead
B) antimony
C) uranium
D) mercury

Choose the best option.",D
"Question: Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?

A) Measurement of the intensity and fluctuations of Earth's magnetic field
B) Examination of flowing lava
C) Collection of samples from deep boreholes drilled into Earth
D) Studies of the speeds and travel paths of seismic waves passing through Earth

Choose the best option.",D
"Question: When the production of a good generates negative externalities, the private market will

A) overproduce the good relative to the socially optimal level of output
B) underproduce the good relative to the socially optimal level of output
C) compensate the third parties harmed by the negative externality
D) charge lower than the market equilibrium price to compensate for the externality

Choose the best option.",A
"Question: Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?

A) New entrants to the labor market
B) People who are laid off and are looking for new jobs
C) Discouraged people who have given up looking for jobs
D) Full-time students looking for part-time jobs

Choose the best option.",C
"Question: Which fast food chain used the advertising slogan 'Where's the beef?'

A) Wendy's
B) Kentucky Fried Chicken
C) Burger King
D) McDonald's

Choose the best option.",A
"Question: What city is known as 'the rubber capital of the world'?

A) Omaha Nebraska
B) Rockford Illinois
C) Grand Rapids Michigan
D) Akron Ohio

Choose the best option.",D
"Question: What was the first American college to become coeducational?

A) Oberlin College
B) Dartmouth College
C) Grinnell College
D) Antioch College

Choose the best option.",A
"Question: What color is Uncle Sam's goatee?

A) brown
B) black
C) white
D) dishwater blond

Choose the best option.",C
"Question: According to a famous line from the existentialist play 'No Exit' what is hell?

A) oneself
B) other people
C) little made
D) large hued in green and blue

Choose the best option.",B
"Question: A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?

A) New England Puritanism
B) Transcendentalism
C) Naturalism
D) Harlem Renaissance

Choose the best option.",D
"Question: What is the 7-Eleven company's trademarked name for its super-large sodas?

A) Big Slurp
B) Big Gulp
C) Big Drink
D) Big Sip

Choose the best option.",B
"Question: The sport of judo comes from what Asian country?

A) Japan
B) Vietnam
C) Laos
D) Philippines

Choose the best option.",A
"Question: The demand for which of the following products is likely to be the most elastic?

A) Water
B) Bread
C) Salt
D) Pork

Choose the best option.",D
"Question: What country is the rock group U2 from?

A) England
B) Ireland
C) Belgium
D) Germany

Choose the best option.",B
"Question: Elephant tusks are made of what material?

A) Coral
B) Ivory
C) Bone
D) Calcium

Choose the best option.",B
"Question: What city did the Beatles originally call home?

A) London
B) Leeds
C) Liverpool
D) Manchester

Choose the best option.",C
"Question: Which of these is not one of the three branches of the US government?

A) Judicial
B) Executive
C) Parliamentary
D) Legislative

Choose the best option.",C
"Question: In British currency how many pence make a pound?

A) 10
B) 100
C) 500
D) 1000

Choose the best option.",B
"Question: How are actors Charlie Sheen and Emilio Estevez related?

A) They're cousins
B) They're brothers
C) They're father and son
D) They're uncle and nephew

Choose the best option.",B
"Question: Which of the following requires the use of at least two needles?

A) macrame
B) braiding
C) crocheting
D) hand knitting

Choose the best option.",D
"Question: In 1909 Frederick Cook claimed to be the first explorer to reach what location?

A) Mount Everest
B) Bermuda Triangle
C) Atlantis
D) North Pole

Choose the best option.",D
"Question: A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?

A) Open loop
B) Closed loop
C) Negative feedback
D) Positive feedback

Choose the best option.",A
"Question: How many stars are on the American flag?

A) 13
B) 48
C) 50
D) 51

Choose the best option.",C
"Question: Who was the English king at the time of the American Revolution?

A) Charles I
B) James I
C) Edward III
D) George III

Choose the best option.",D
"Question: Which of these animals lays eggs?

A) cow
B) gerbil
C) frog
D) elephant

Choose the best option.",C
"Question: An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?

A) Lower feed efficiency
B) Poor record keeping
C) Lower market prices
D) Lower purchase prices

Choose the best option.",C
"Question: If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?

A) $20,000,000
B) $200,000,000
C) $2,000,000,000
D) $20,000,000,000

Choose the best option.",B
"Question: Which of these is not a breed of cat?

A) Persian
B) Turkish Angora
C) Bichon Frise
D) Maine Coon

Choose the best option.",C
"Question: Approximately how many movies are watched in homes in the United States in one year?

A) 200,000,000
B) 2,000,000,000
C) 20,000,000,000
D) 200,000,000,000

Choose the best option.",C
"Question: Which of these is not found in a Snickers candy bar?

A) almonds
B) chocolate
C) nougat
D) caramel

Choose the best option.",A
"Question: In the children's game what color is 'Rover'?

A) Green
B) black
C) red
D) blue

Choose the best option.",C
"Question: Which of the following breakfast cereals is shaped like the letter O?

A) Life Corn
B) Chex
C) Cheerios
D) Raisin Bran

Choose the best option.",C
"Question: Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?

A) 1
B) 2
C) 3
D) 4

Choose the best option.",C
"Question: Which character on the TV show 'Friends' is a chef?

A) Joey
B) Monica
C) Ross
D) Rachel

Choose the best option.",B
"Question: If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is

A) regressive
B) progressive
C) proportional
D) revenue-neutral

Choose the best option.",B
"Question: The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as

A) capitalism
B) conceptualism
C) structuralism
D) institutionalism

Choose the best option.",D
"Question: What is your hallux?

A) earlobe
B) tongue
C) eyelid
D) big toe

Choose the best option.",D
"Question: What metal device is used by police to immobilize the wheels of repeat parking offenders?

A) Brooklyn clamp
B) Denver boot
C) LoJack
D) The Club

Choose the best option.",B
"Question: What disease is sometimes referred to as the 'royaldisease'?

A) rickets
B) measles
C) hemophilia
D) tuberculosis

Choose the best option.",C
"Question: Which of the following statements accurately describes a JPEG compressed digital photograph?

A) The JPEG format is used only for color photos.
B) A JPEG compression alters the proportions of the original image by rearranging data.
C) A JPEG compression sharpens the details in an image.
D) The JPEG format compresses file size by selectively discarding data.

Choose the best option.",D
"Question: What do herpetologists study?

A) Herpes
B) Blood
C) Insects
D) Reptiles and amphibians

Choose the best option.",D
"Question: Which of these is a virus?

A) Staphylococcus
B) Leukemia
C) Scoliosis
D) Chicken pox

Choose the best option.",D
"Question: What new token was recently added to the Monopoly board game?

A) piggybank
B) sack of money
C) globe
D) telephone

Choose the best option.",B
"Question: What is considered the proper way to address a duke?

A) Your Majesty'
B) Your Eminence'
C) Your Excellency'
D) Your Grace'

Choose the best option.",D
"Question: Which of the following is about the Watergate scandal?

A) All the King's Men'
B) All the Pretty Horses'
C) All the President's Men'
D) All the Right Moves'

Choose the best option.",C
"Question: What causes the disease toxoplasmosis?

A) a bacterium
B) a protozoan
C) a virus
D) a prion

Choose the best option.",B
"Question: Which of these rock guitarists designed a colorful line of men's neckties?

A) Eric Clapton
B) Jerry Garcia
C) Jeff Beck
D) Keith Richards

Choose the best option.",B
"Question: In mobster lingo if you 'sing like a canary' what are you doing?

A) impersonating Sinatra
B) talking to the cops
C) killing an enemy
D) betting on horses

Choose the best option.",B
"Question: Where did Lewis and Clark begin their famous expedition in 1804?

A) Seattle
B) St Louis
C) New Orleans
D) Washington DC

Choose the best option.",B
"Question: According to a popular slogan what state should people not 'mess with'?

A) New York
B) Texas
C) Montana
D) Rhode Island

Choose the best option.",B
"Question: Each year in pro baseball the player voted as the best fielder at his position wins what?

A) a brand new car
B) the Gold Glove
C) the Silver Bat
D) the Brass Baseball

Choose the best option.",B
"Question: Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?

A) Design and construct a threedimensional model of a low-income, multifamily dwelling unit
B) Describe several construction careers that are related to home building
C) Categorize the components of a technical system
D) Identify the major tools and equipment used in highway construction

Choose the best option.",A
"Question: Who was the first US president to resign from that office?

A) Martin Van Buren
B) Andrew Jackson
C) Andrew Johnson
D) Richard Nixon

Choose the best option.",D
"Question: How much kale would be needed to provide enough calories for a person for an entire year?

A) 2*10^3 kg/yr
B) 2*10^4 kg/yr
C) 2*10^5 kg/yr
D) 2*10^6 kg/yr

Choose the best option.",A
"Question: How long has the average United States citizen spent as president?

A) 1 seconds
B) 10 seconds
C) 1 minute
D) 10 minutes

Choose the best option.",B
"Question: What is the proletariat?

A) the homeless
B) the royalty
C) the upper class
D) the working class

Choose the best option.",D
"Question: According to the proverb necessity is the mother of what?

A) Invention
B) Luck
C) Problems
D) Procrastination

Choose the best option.",A
"Question: What rank entitles a general in the US Army to wear three stars?

A) brigadier general
B) corporal general
C) lieutenant general
D) major general

Choose the best option.",C
"Question: What is another way of writing-'six feet'?

A) 6'
B) 6
C) 6''
D) 6#

Choose the best option.",A
"Question: In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?

A) Rafters
B) Studs
C) Headers
D) Joists

Choose the best option.",B
"Question: What part of the world was once known as Cathay?

A) China
B) India
C) Iran
D) Indonesia

Choose the best option.",A
"Question: What is a shaddock?

A) a fish the offspring of a male shad and a female haddock
B) a crystal such as quartz, that sticks out from a mineral vein
C) a plant that is a member of the nightshade family
D) a grapefruit

Choose the best option.",D
"Question: How many innings are there in a regular Major League Baseball game?

A) seven
B) eight
C) nine
D) ten

Choose the best option.",C
"Question: Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?

A) The frog is a herbivore.
B) The snake is a secondary consumer.
C) The grasshopper is a primary consumer.
D) The snakes outnumber the grasshoppers in the community.

Choose the best option.",C
"Question: People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of

A) political partisanship
B) political alienation
C) political allegiance
D) political efficacy

Choose the best option.",D
"Question: What was the average life expectancy of white males born in the U.S. just before the Civil War?

A) 40 years
B) 50 years
C) 60 years
D) 70 years

Choose the best option.",A
"Question: What does the Yiddish word""'meshuga' mean?

A) crazy
B) sacred
C) stingy
D) sweet

Choose the best option.",A
"Question: What is the last letter of the Greek alphabet?

A) omicron
B) omega
C) upsilon
D) zeta

Choose the best option.",B
"Question: An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?

A) Dynamics
B) Pitch
C) Tempo
D) Harmony

Choose the best option.",C
"Question: When FDR carried states in the presidential election of 1932 how many states did he not carry?

A) six
B) seven
C) eight
D) ten

Choose the best option.",A
