prompt,answer
"Question: Which of these horror films spawned the most sequels?

A) Friday the 13th'
B) Scream'
C) Halloween'
D) Jaws'

Choose the best option.",A
"Question: What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?

A) Elizabeth Sanford
B) Miss Jackie
C) Geraldine Jones
D) Gladys Knight

Choose the best option.",C
"Question: What kind of animal is a peregrine?

A) cat
B) moose
C) fish
D) bird

Choose the best option.",D
"Question: What part of the human body does a gastroenterologist examine?

A) Nose
B) Stomach
C) Brain
D) Skeleton

Choose the best option.",B
"Question: A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?

A) Red
B) Green
C) Blue
D) Black

Choose the best option.",D
"Question: Meat should be kept frozen at what temperature in degrees Fahrenheit?

A) 0 degrees or below
B) between 20 and 30 degrees
C) between 10 and 20 degrees
D) just below 32 degrees

Choose the best option.",A
"Question: What kind of animal is cartoon character Tennessee Tuxedo?

A) penguin
B) skunk
C) cat
D) walrus

Choose the best option.",A
"Question: What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?

A) Herbert Hoover
B) Harry Truman
C) Richard Nixon
D) Calvin Coolidge

Choose the best option.",A
"Question: What is the heaviest confirmed noble gas?

A) Krypton
B) Radon
C) Argon
D) Xenon

Choose the best option.",B
"Question: How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?

A) 2 mol
B) 6 mol
C) 1 mol
D) 3 mol

Choose the best option.",B
"Question: Who led the 1831 slave insurrection in SouthamptonVirginia?

A) Harriet Tubman
B) Nat Turner
C) John Brown
D) Dred Scott

Choose the best option.",B
"Question: For what purpose would you use an awl?

A) to weigh fruit
B) to make holes
C) to polish floors
D) to shoot ducks

Choose the best option.",B
"Question: Which of these bones is located in the wrist?

A) Patella
B) Humerus
C) Coccyx
D) Carpals

Choose the best option.",D
"Question: What do you call a young cow?

A) kid
B) calf
C) mare
D) lamb

Choose the best option.",B
"Question: Which of these is an Italian Design firm?

A) Mainbocher
B) Fendi
C) Escada
D) Ghost

Choose the best option.",B
"Question: Operant conditioning would be most useful for

A) increasing on-task behavior in the classroom
B) measuring a dependent variable
C) determining whether a toddler is securely attached
D) preventing anterograde amnesia

Choose the best option.",A
"Question: Which of these countries was not a member of the Axis alliance during World War II?

A) Spain
B) Japan
C) Italy
D) Germany

Choose the best option.",A
"Question: The demand for labor is called derived demand because it is

A) dependent on the demand for the final product that the labor is used to produce
B) inversely related to the wage rate
C) directly related to the marginal utility of working
D) dependent on the availability of capital goods

Choose the best option.",A
"Question: Which of the following actions is most important before removing the blade from a gas-powered lawn mower?

A) Removing the air filter
B) Emptying the gas tank
C) Removing the spark plug
D) Adjusting the wheels to their highest level

Choose the best option.",C
"Question: Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?

A) Weight
B) Thrust
C) Drag
D) Lift

Choose the best option.",B
"Question: Which of the following heavenly bodies have never had a spacecraft landed on it?

A) Venus
B) Mars
C) The Moon
D) Jupiter

Choose the best option.",D
"Question: The labor force primarily consists of all

A) employed workers under the age of 16
B) persons classified as unemployed or employed
C) persons who are employed as full-time workers
D) unemployed, employed, and discouraged workers

Choose the best option.",B
"Question: Which of the following is an example of persuasive speech?

A) A professor's lecture on the structure of the heart
B) A company president's yearly sales report
C) A campaign manager's introduction of a mayoral candidate
D) A tour guide's discussion of an art museum installation

Choose the best option.",C
"Question: What is the name of the POW camp where 'Hogan's Heroes' are held?

A) Alcatraz 17
B) Stalag 13
C) Devil's Island
D) Leavenworth

Choose the best option.",B
"Question: Which value is the most reasonable estimate of the volume of air an adult breathes in one day?

A) 100 liters
B) 100,000 liters
C) 10,000 liters
D) 1,000 liters

Choose the best option.",C
"Question: What is a Dutch oven?

A) a kettle pot
B) a toaster oven
C) a microwave
D) a sauna

Choose the best option.",A
"Question: What does it mean to work 'probono'?

A) work overtime
B) not work at all
C) work without pay
D) work as your own boss

Choose the best option.",C
"Question: What is the largest animal ever to live on Earth?

A) Tyrannosaurus
B) blue whale
C) woolly mammoth
D) giant squid

Choose the best option.",B
"Question: Which of these is not a Hindudeity?

A) Vishnu
B) Sanskrit
C) Brahma
D) Shiva

Choose the best option.",B
"Question: What kind of angle is formed where two perpendicular lines meet?

A) right
B) invisible
C) obtuse
D) acute

Choose the best option.",A
"Question: The nineteenth-century photographic process used to create a daguerreotype was notable for its

A) capacity to be reproduced multiple times
B) quick exposure time
C) ability to capture sharp detail
D) use of paper negatives

Choose the best option.",C
"Question: A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of

A) monopolistic competition
B) a pure monopoly
C) pure competition
D) an oligopoly

Choose the best option.",D
"Question: In traditional English puppet shows who is married to the character Punch?

A) Debbie
B) Judy
C) Victoria
D) Barbara

Choose the best option.",B
"Question: In what sport do athletes compete for the Walker Cup?

A) squash
B) golf
C) cricket
D) tennis

Choose the best option.",B
"Question: A pita is a type of what?

A) fried bean dip
B) Fresh Fruit
C) flat bread
D) French tart

Choose the best option.",C
"Question: What is the oldest permanent European settlement in the United States?

A) Plymouth Massachusetts
B) St Augustine Florida
C) Charlotte North Carolina
D) Newport News Virginia

Choose the best option.",A
"Question: As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?

A) The amount of the illuminated side of the Moon that can be seen from Earth
B) The tilt of the Moon on its axis
C) The amount of the Moon's surface that is in Earth's shadow
D) The part of the Moon that faces Earth as the Moon rotates on its axis

Choose the best option.",A
"Question: In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?

A) Mathematics
B) Music
C) Law
D) Theology

Choose the best option.",A
"Question: Which of the following is not a flavor of Ben & Jerry's Ice Cream?

A) Chubby Hubby
B) Cutie Patootie
C) Bovinity Divinity
D) Wavy Gravy

Choose the best option.",B
"Question: Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?

A) Foreshortening
B) Cantilevering
C) Contrapposto
D) Sfumato

Choose the best option.",A
"Question: How much energy do Americans waste each year by throwing out the unused ice in their drinks?

A) 6*10^8 J
B) 6*10^17 J
C) 6*10^14 J
D) 6*10^11 J

Choose the best option.",C
"Question: Who wrote 'A Tale of Two Cities'?

A) Charles Dickens
B) Mark Twain
C) Washington Irving
D) Nathaniel Hawthorne

Choose the best option.",A
"Question: What is your astrological sign if you were born on Halloween?

A) Scorpio
B) Cancer
C) Capricorn
D) Libra

Choose the best option.",A
"Question: In an adult human how long is the large intestine?

A) twelve feet
B) twenty feet
C) five feet
D) one foot

Choose the best option.",C
"Question: The purpose of an amicus curiae brief is to

A) order a party to comply with a Supreme Court decision
B) request a writ of habeas corpus from the Supreme Court
C) influence the outcome of a Supreme Court case
D) explain the reasoning of a Supreme Court decision

Choose the best option.",C
"Question: What are the names of the two primary M&M's spokes-candies?

A) They don't have names
B) Red and Yellow
C) Mort and Marty
D) Peanut and Plain

Choose the best option.",B
"Question: The accumulation of stress along the boundaries of lithospheric plates results in which of the following?

A) Magnetic reversals
B) Increased deposition of deep-sea sediments
C) Hurricanes
D) Earthquakes

Choose the best option.",D
"Question: In bowling how many pins must you knock down to get a strike?

A) 12
B) 10
C) 8
D) zero

Choose the best option.",B
"Question: Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?

A) Circle
B) Triangle
C) Rectangle
D) Hexagon

Choose the best option.",B
"Question: What kind of item is a ginsu?

A) toothbrush
B) radio
C) martial arts weapon
D) knife

Choose the best option.",D
"Question: Which of these words is a synonym for 'perambulate'?

A) shout
B) kiss
C) heal
D) stroll

Choose the best option.",D
"Question: After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?

A) Spelling words correctly
B) Paraphrasing ideas
C) Expressing speech in print
D) Capitalizing proper nouns

Choose the best option.",C
"Question: What's the third letter of the Greek alphabet?

A) theta
B) delta
C) phi
D) gamma

Choose the best option.",D
"Question: A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?

A) The water table would be found at sea level.
B) The water table would be found at an elevation lower than 550 feet above sea level but above sea level.
C) The water table would intersect with the land surface at the top of the hill, forming a spring.
D) The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.

Choose the best option.",D
"Question: Before he went into coaching Phil Jackson played for which of the following NBA teams?

A) Los Angeles Lakers
B) Boston Celtics
C) New York Knicks
D) Philadelphia 76ers

Choose the best option.",C
"Question: Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?

A) 6*10^3 W
B) 6*10^11 W
C) 6*10^5 W
D) 6*10^7 W

Choose the best option.",C
"Question: People are supposed to drive on the left-hand side of the road in which country?

A) Italy
B) France
C) Germany
D) England

Choose the best option.",D
"Question: In the famous ballet 'The Nutcracker' who does the hero defeat?

A) Snow Queen
B) Rat King
C) Sugar Plum Fairy
D) Marzipan

Choose the best option.",B
"Question: An airplane's black box is usually what color?

A) black
B) orange
C) purple
D) white

Choose the best option.",B
"Question: Which of these sentences is written in the subjunctive?

A) Your man is where?
B) Wherefore art your man?
C) I am not your man
D) I wish I were your man

Choose the best option.",A
"Question: Which of the following terms refers to the process of using thick applications of paint?

A) Scumbling
B) Frottage
C) Alla prima
D) Impasto

Choose the best option.",D
"Question: What was Richard Nixon's middle name?

A) Matthew
B) Michael
C) Mortimer
D) Milhous

Choose the best option.",D
"Question: In what country did Pokemon originate?

A) Canada
B) Japan
C) France
D) Hungary

Choose the best option.",B
"Question: What important food crop is grown in fields called paddies?

A) corn
B) wheat
C) rice
D) rye

Choose the best option.",C
"Question: A triad on a color wheel can be described as

A) three analogous colors
B) three colors equally spaced apart
C) a complementary set
D) three colors of equal value

Choose the best option.",B
"Question: Which of these famous baseball figures was once acquitted at court-martial for insubordination?

A) Billy Martin
B) Jackie Robinson
C) Abner Doubleday
D) Ty Cobb

Choose the best option.",B
"Question: Which of the following best describes an effect of the green revolution in the 1960s?

A) Decreased use of pesticides
B) Increased varieties of each crop planted
C) Increased use of fertilizers
D) Decreased use of mechanization

Choose the best option.",C
"Question: In what forest did Robin Hood live?

A) Sherwood Forest
B) Black Forest
C) Petrified Forest
D) Nottingham Forest

Choose the best option.",A
"Question: If a piece of music is in 'common time' how many quarter notes are there per measure?

A) one
B) five
C) four
D) ten

Choose the best option.",C
"Question: Which of these countries does not participate in NAFTA?

A) Mexico
B) United States
C) Guatemala
D) Canada

Choose the best option.",C
"Question: President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who

A) had escaped to Northern states
B) were living in the border states
C) were living in the areas still in rebellion
D) were serving in the Union armies

Choose the best option.",C
"Question: Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?

A) Kouroi
B) Caryatids
C) Telamones
D) Discoboloi

Choose the best option.",A
"Question: In 1978 who became the youngest jockey ever to win horse racing's triple crown?

A) Jerry Bailey
B) Steve Cauthen
C) Willie Shoemaker
D) Pasquale Devito

Choose the best option.",B
"Question: What does the Latin phrase 'e pluribus unum' mean?

A) In God we trust
B) for the greater good
C) What a crazy life
D) from many one

Choose the best option.",D
"Question: In the United States what is the first day of spring?

A) 21-May
B) 21-Apr
C) 21-Mar
D) 21-Feb

Choose the best option.",C
"Question: Which of the following is an example of a concurrent power?

A) The process of naturalization
B) The printing and coining of money
C) The power to declare war
D) The levying of taxes

Choose the best option.",D
"Question: Which of these animals shares its name with a luxury car?

A) sloth
B) gazelle
C) yak
D) jaguar

Choose the best option.",D
"Question: Who were the Know-Nothings?

A) a spy ring
B) computer designers
C) a political party
D) a '60's comedy troupe

Choose the best option.",C
"Question: Which of the following poses the greatest safety risk while being heated in a school laboratory?

A) Copper(II) sulfate hydrate
B) Mercury(II) oxide
C) A mixture of iron and sulfur
D) Sodium chloride

Choose the best option.",B
"Question: Who is the star of the TV show 'Everybody Loves Raymond'?

A) Ray Parker Jr
B) Ray Romano
C) Ray Liotta
D) Sugar Ray Leonard

Choose the best option.",B
"Question: In what sport do you find 'steel cage' matches?

A) pro wrestling
B) college basketball
C) fencing
D) boxing

Choose the best option.",A
"Question: Which of the following best helps explain why volcanoes tend to form along subduction zones?

A) Two plates pull away from each other, and magma oozes out.
B) There is a row of hot spots at these boundaries.
C) The friction resulting from the collision of two continents causes rock to melt.
D) Rock material carried deep below Earth's surface results in material melting and rising to the surface.

Choose the best option.",D
"Question: How many sides does a rhombus have?

A) 8
B) 10
C) 4
D) 6

Choose the best option.",C
"Question: Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree

A) I , II , III , and IV
B) I and II only
C) I only
D) II only

Choose the best option.",B
"Question: From whom does the Lutheran Church get its name?

A) Lex Luthor
B) Luther Vandross
C) Martin Luther King Jr
D) Martin Luther

Choose the best option.",D
"Question: What is the only metal that is a liquid at normal atmospheric pressure and temperature?

A) mercury
B) uranium
C) antimony
D) lead

Choose the best option.",A
"Question: Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?

A) Collection of samples from deep boreholes drilled into Earth
B) Measurement of the intensity and fluctuations of Earth's magnetic field
C) Examination of flowing lava
D) Studies of the speeds and travel paths of seismic waves passing through Earth

Choose the best option.",D
"Question: When the production of a good generates negative externalities, the private market will

A) underproduce the good relative to the socially optimal level of output
B) overproduce the good relative to the socially optimal level of output
C) compensate the third parties harmed by the negative externality
D) charge lower than the market equilibrium price to compensate for the externality

Choose the best option.",B
"Question: Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?

A) New entrants to the labor market
B) Full-time students looking for part-time jobs
C) Discouraged people who have given up looking for jobs
D) People who are laid off and are looking for new jobs

Choose the best option.",C
"Question: Which fast food chain used the advertising slogan 'Where's the beef?'

A) McDonald's
B) Wendy's
C) Kentucky Fried Chicken
D) Burger King

Choose the best option.",B
"Question: What city is known as 'the rubber capital of the world'?

A) Omaha Nebraska
B) Rockford Illinois
C) Akron Ohio
D) Grand Rapids Michigan

Choose the best option.",C
"Question: What was the first American college to become coeducational?

A) Antioch College
B) Oberlin College
C) Grinnell College
D) Dartmouth College

Choose the best option.",B
"Question: What color is Uncle Sam's goatee?

A) dishwater blond
B) white
C) brown
D) black

Choose the best option.",B
"Question: According to a famous line from the existentialist play 'No Exit' what is hell?

A) other people
B) large hued in green and blue
C) little made
D) oneself

Choose the best option.",A
"Question: A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?

A) Naturalism
B) Harlem Renaissance
C) Transcendentalism
D) New England Puritanism

Choose the best option.",B
"Question: What is the 7-Eleven company's trademarked name for its super-large sodas?

A) Big Sip
B) Big Gulp
C) Big Drink
D) Big Slurp

Choose the best option.",B
"Question: The sport of judo comes from what Asian country?

A) Vietnam
B) Philippines
C) Laos
D) Japan

Choose the best option.",D
"Question: The demand for which of the following products is likely to be the most elastic?

A) Pork
B) Bread
C) Water
D) Salt

Choose the best option.",A
"Question: What country is the rock group U2 from?

A) Ireland
B) Belgium
C) Germany
D) England

Choose the best option.",A
"Question: Elephant tusks are made of what material?

A) Coral
B) Bone
C) Calcium
D) Ivory

Choose the best option.",D
"Question: What city did the Beatles originally call home?

A) Leeds
B) Manchester
C) London
D) Liverpool

Choose the best option.",D
"Question: Which of these is not one of the three branches of the US government?

A) Parliamentary
B) Judicial
C) Executive
D) Legislative

Choose the best option.",A
"Question: In British currency how many pence make a pound?

A) 500
B) 100
C) 10
D) 1000

Choose the best option.",B
"Question: How are actors Charlie Sheen and Emilio Estevez related?

A) They're uncle and nephew
B) They're father and son
C) They're cousins
D) They're brothers

Choose the best option.",D
"Question: Which of the following requires the use of at least two needles?

A) braiding
B) hand knitting
C) macrame
D) crocheting

Choose the best option.",B
"Question: In 1909 Frederick Cook claimed to be the first explorer to reach what location?

A) Mount Everest
B) Atlantis
C) North Pole
D) Bermuda Triangle

Choose the best option.",C
"Question: A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?

A) Negative feedback
B) Closed loop
C) Open loop
D) Positive feedback

Choose the best option.",C
"Question: How many stars are on the American flag?

A) 51
B) 48
C) 50
D) 13

Choose the best option.",C
"Question: Who was the English king at the time of the American Revolution?

A) Edward III
B) James I
C) Charles I
D) George III

Choose the best option.",D
"Question: Which of these animals lays eggs?

A) cow
B) elephant
C) frog
D) gerbil

Choose the best option.",C
"Question: An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?

A) Lower feed efficiency
B) Lower purchase prices
C) Lower market prices
D) Poor record keeping

Choose the best option.",C
"Question: If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?

A) $200,000,000
B) $20,000,000
C) $2,000,000,000
D) $20,000,000,000

Choose the best option.",A
"Question: Which of these is not a breed of cat?

A) Persian
B) Turkish Angora
C) Bichon Frise
D) Maine Coon

Choose the best option.",C
"Question: Approximately how many movies are watched in homes in the United States in one year?

A) 200,000,000,000
B) 200,000,000
C) 20,000,000,000
D) 2,000,000,000

Choose the best option.",C
"Question: Which of these is not found in a Snickers candy bar?

A) almonds
B) chocolate
C) nougat
D) caramel

Choose the best option.",A
"Question: In the children's game what color is 'Rover'?

A) Green
B) red
C) blue
D) black

Choose the best option.",B
"Question: Which of the following breakfast cereals is shaped like the letter O?

A) Raisin Bran
B) Chex
C) Cheerios
D) Life Corn

Choose the best option.",C
"Question: Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?

A) 1
B) 4
C) 2
D) 3

Choose the best option.",D
"Question: Which character on the TV show 'Friends' is a chef?

A) Rachel
B) Joey
C) Monica
D) Ross

Choose the best option.",C
"Question: If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is

A) proportional
B) revenue-neutral
C) regressive
D) progressive

Choose the best option.",D
"Question: The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as

A) conceptualism
B) capitalism
C) structuralism
D) institutionalism

Choose the best option.",D
"Question: What is your hallux?

A) eyelid
B) earlobe
C) tongue
D) big toe

Choose the best option.",D
"Question: What metal device is used by police to immobilize the wheels of repeat parking offenders?

A) LoJack
B) Denver boot
C) The Club
D) Brooklyn clamp

Choose the best option.",B
"Question: What disease is sometimes referred to as the 'royaldisease'?

A) tuberculosis
B) measles
C) rickets
D) hemophilia

Choose the best option.",D
"Question: Which of the following statements accurately describes a JPEG compressed digital photograph?

A) The JPEG format compresses file size by selectively discarding data.
B) The JPEG format is used only for color photos.
C) A JPEG compression sharpens the details in an image.
D) A JPEG compression alters the proportions of the original image by rearranging data.

Choose the best option.",A
"Question: What do herpetologists study?

A) Herpes
B) Reptiles and amphibians
C) Insects
D) Blood

Choose the best option.",B
"Question: Which of these is a virus?

A) Leukemia
B) Scoliosis
C) Staphylococcus
D) Chicken pox

Choose the best option.",D
"Question: What new token was recently added to the Monopoly board game?

A) sack of money
B) globe
C) piggybank
D) telephone

Choose the best option.",A
"Question: What is considered the proper way to address a duke?

A) Your Majesty'
B) Your Excellency'
C) Your Eminence'
D) Your Grace'

Choose the best option.",D
"Question: Which of the following is about the Watergate scandal?

A) All the King's Men'
B) All the Pretty Horses'
C) All the Right Moves'
D) All the President's Men'

Choose the best option.",D
"Question: What causes the disease toxoplasmosis?

A) a prion
B) a protozoan
C) a virus
D) a bacterium

Choose the best option.",B
"Question: Which of these rock guitarists designed a colorful line of men's neckties?

A) Jerry Garcia
B) Eric Clapton
C) Keith Richards
D) Jeff Beck

Choose the best option.",A
"Question: In mobster lingo if you 'sing like a canary' what are you doing?

A) impersonating Sinatra
B) betting on horses
C) killing an enemy
D) talking to the cops

Choose the best option.",D
"Question: Where did Lewis and Clark begin their famous expedition in 1804?

A) Seattle
B) Washington DC
C) New Orleans
D) St Louis

Choose the best option.",D
"Question: According to a popular slogan what state should people not 'mess with'?

A) Rhode Island
B) Montana
C) New York
D) Texas

Choose the best option.",D
"Question: Each year in pro baseball the player voted as the best fielder at his position wins what?

A) the Silver Bat
B) a brand new car
C) the Brass Baseball
D) the Gold Glove

Choose the best option.",D
"Question: Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?

A) Categorize the components of a technical system
B) Identify the major tools and equipment used in highway construction
C) Describe several construction careers that are related to home building
D) Design and construct a threedimensional model of a low-income, multifamily dwelling unit

Choose the best option.",D
"Question: Who was the first US president to resign from that office?

A) Richard Nixon
B) Martin Van Buren
C) Andrew Jackson
D) Andrew Johnson

Choose the best option.",A
"Question: How much kale would be needed to provide enough calories for a person for an entire year?

A) 2*10^6 kg/yr
B) 2*10^5 kg/yr
C) 2*10^4 kg/yr
D) 2*10^3 kg/yr

Choose the best option.",D
"Question: How long has the average United States citizen spent as president?

A) 1 seconds
B) 1 minute
C) 10 minutes
D) 10 seconds

Choose the best option.",D
"Question: What is the proletariat?

A) the royalty
B) the working class
C) the upper class
D) the homeless

Choose the best option.",B
"Question: According to the proverb necessity is the mother of what?

A) Invention
B) Luck
C) Procrastination
D) Problems

Choose the best option.",A
"Question: What rank entitles a general in the US Army to wear three stars?

A) major general
B) lieutenant general
C) corporal general
D) brigadier general

Choose the best option.",B
"Question: What is another way of writing-'six feet'?

A) 6''
B) 6
C) 6#
D) 6'

Choose the best option.",D
"Question: In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?

A) Joists
B) Rafters
C) Studs
D) Headers

Choose the best option.",C
"Question: What part of the world was once known as Cathay?

A) Indonesia
B) India
C) China
D) Iran

Choose the best option.",C
"Question: What is a shaddock?

A) a crystal such as quartz, that sticks out from a mineral vein
B) a fish the offspring of a male shad and a female haddock
C) a plant that is a member of the nightshade family
D) a grapefruit

Choose the best option.",D
"Question: How many innings are there in a regular Major League Baseball game?

A) seven
B) eight
C) nine
D) ten

Choose the best option.",C
"Question: Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?

A) The snakes outnumber the grasshoppers in the community.
B) The frog is a herbivore.
C) The grasshopper is a primary consumer.
D) The snake is a secondary consumer.

Choose the best option.",C
"Question: People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of

A) political efficacy
B) political allegiance
C) political partisanship
D) political alienation

Choose the best option.",A
"Question: What was the average life expectancy of white males born in the U.S. just before the Civil War?

A) 50 years
B) 60 years
C) 40 years
D) 70 years

Choose the best option.",C
"Question: What does the Yiddish word""'meshuga' mean?

A) stingy
B) sacred
C) sweet
D) crazy

Choose the best option.",D
"Question: What is the last letter of the Greek alphabet?

A) upsilon
B) zeta
C) omega
D) omicron

Choose the best option.",C
"Question: An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?

A) Harmony
B) Dynamics
C) Tempo
D) Pitch

Choose the best option.",C
"Question: When FDR carried states in the presidential election of 1932 how many states did he not carry?

A) eight
B) seven
C) ten
D) six

Choose the best option.",D
